oshpd_id9,oshpd_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Childrens_or_Cancer_Center,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Not_Defined_Elsewhere,Critical_Access_Hospital,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Invalid,Dx_Births,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_Dx_Invalid,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear
106070924,070924,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,94553,,NO,11,7,18a,,05 - East Bay,Contra Costa,General Acute Care,City and/or County,General Medical / Surgical,123,Basic,27066,22941,,,3883,3721,10149,8353,8835,8325,3719,1264,566,1192,,3299,6901,16405,148,2635,77,20542,503,283,,13,,,2,,,1232,,47827,143,4,,19119,3779,13714,6125,7270,1537,122,973,13,3176,740,3125,1167,7775,4447,154,3398,2663,40,1374,5970,3190,10143,,,360,20,29,8,182,64,62,204,47993,539,29,343,25,34,115,,50007,1514,39021,9472,2599,2558,,,101,660,701,974,1263,797,394,264,3,,,522,827,1279,93,10,2420,6,177,155,68,67,96,20,131,4209,222,12,0,0,0,0,0,1687,1143,151,487,1689,101,91,642,5,866,295,335,203,346,106,127,146,2,829,414,283,363,2,1,,153,91,360,17,32,206,40,4089,67,5,11,69,5,11,1,,5157,241,4203,713,2011
106070934,070934,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,94509,,NO,11,7,18e,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,145,Basic,27267,19448,1,,7916,6324,8713,6276,6161,4605,2336,1358,1340,1687,,1990,12611,13304,37,576,51,18147,573,1159,,70,,,,32,38,240,,44604,,,,22543,5976,1050,8820,8327,1807,123,647,8,1707,508,2538,855,9441,3087,24,2770,1244,59,1140,6451,2244,12063,,,2738,176,144,33,693,54,14,519,36161,4414,197,1094,120,295,63,1,46716,262,42535,3919,3504,2891,,,159,344,424,798,1105,978,999,1401,75,112,,337,1191,1246,90,3,3522,6,232,152,190,876,24,25,49,4052,794,1,0,0,0,0,0,1406,3449,55,918,567,107,81,1338,4,1011,317,434,559,545,105,118,138,,93,1060,143,330,,12,,287,92,732,14,8,27,17,5063,75,9,16,44,8,1,2,,6395,108,5895,392,2011
106070988,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,Level II,NO,15,7,18j,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,330,Basic,19558,15340,,,3564,3656,4185,3802,4648,4083,3249,2636,4401,674,,2057,1612,2295,41,2947,337,25609,162,170,55,79,22,37,2,5,,240,,33778,319,29,,836,8131,2652,20962,2317,529,108,1010,4,1315,372,1650,551,9937,2243,20,1622,578,27,1000,2424,1252,10256,,,3803,97,299,8,260,2,223,456,24142,4054,321,958,81,189,5,,34898,591,33661,646,5330,4688,,,324,561,492,851,1130,1296,1648,3406,72,238,,566,483,408,456,122,7979,4,329,76,394,1613,323,41,171,5325,1737,9,0,0,0,0,0,586,5875,190,2916,451,110,121,1564,12,1440,332,551,658,2312,277,300,280,14,114,1135,266,507,,25,,906,61,861,208,19,564,27,6595,191,81,402,60,40,2,1,,10018,170,9708,140,2011
106070990,070990,KAISER FND HOSP - WALNUT CREEK,1425 SOUTH MAIN STREET,WALNUT CREEK,94596,,NO,15,7,18j,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,233,Basic,23356,19425,2,,3868,4358,4631,4251,5047,5528,4765,4238,5429,668,,4530,2158,4934,137,846,928,29250,314,430,4,78,73,77,19,,8,298,11,41048,330,92,1,1393,11646,98,27672,1974,570,248,1741,16,2448,725,2250,648,10816,2436,91,2372,930,29,1507,3164,1240,11552,,,3946,178,607,27,196,26,162,441,30492,5027,288,1016,90,240,47,,42783,566,41024,1193,4162,3557,,,137,211,257,522,885,1306,1642,2568,59,132,,629,289,503,65,20,6191,22,152,74,315,921,76,24,168,4706,1283,,0,0,0,0,0,89,4932,5,2602,91,37,105,1520,2,1231,272,416,1509,706,118,209,145,12,143,713,196,367,,18,,533,27,926,10,20,380,39,5588,102,11,18,26,18,19,2,,7719,104,7522,93,2011
106071018,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,2540 EAST STREET,CONCORD,94520,,NO,11,7,18c,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,313,Basic,22959,17383,1,,5093,4201,6342,5366,5756,5227,3099,2218,2063,978,,1385,4868,9567,67,5784,393,18279,703,333,,73,51,3,3,2,127,523,,37961,403,161,,13187,8209,1776,10631,6540,831,127,993,1,2014,529,2175,1020,8323,2625,65,2505,1035,22,1649,4478,1938,10013,,,2605,176,273,13,496,166,29,361,31370,3528,178,806,91,249,2,,40343,526,35440,4377,3463,2995,,,50,220,335,684,1151,1214,1228,1572,,4,,382,647,723,575,,4126,5,141,110,271,964,140,21,59,3714,1034,4,0,0,0,0,0,781,3921,24,1357,375,23,105,1380,2,1059,369,397,534,649,146,166,138,7,107,878,177,321,,,,298,89,953,2,28,295,13,4614,89,5,9,44,16,2,1,,6458,198,5914,346,2011
106074017,074017,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,94583,,NO,15,7,18h,,05 - East Bay,Contra Costa,General Acute Care,Investor - Corporation,General Medical / Surgical,123,Basic,7419,6298,,,1586,1721,1419,1673,2087,1799,1321,859,1060,192,,1187,552,605,8,1551,95,9719,128,194,,27,49,3,,,,67,1,13214,34,,,281,2544,507,9434,951,173,38,410,5,654,196,890,241,4595,641,15,875,204,15,356,983,485,2941,,,1514,72,133,6,66,9,111,188,8793,2296,130,271,32,91,5,,13717,138,13498,81,1517,1333,,,60,121,161,314,395,394,459,895,15,36,,200,90,102,196,7,2255,,79,22,75,443,34,13,37,1768,379,,0,0,0,0,0,137,1281,38,1375,19,11,40,483,1,529,93,202,173,276,79,65,58,1,53,438,93,254,,1,,166,17,355,1,4,185,8,2060,27,2,4,17,4,,,,2850,47,2793,10,2011
106074097,074097,KAISER FOUND HSP-ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,94531,,NO,11,7,18e,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,150,Basic,19316,14769,,,4399,4670,4459,3863,4760,4111,2795,2193,2079,756,,2320,7136,7251,112,876,886,15504,222,430,12,34,74,24,12,1,6,155,1,32776,110,208,20,4184,6119,138,20723,2921,517,171,1058,13,1880,652,1641,613,7713,2145,49,2102,660,41,925,3753,1089,9062,1,,2353,123,337,18,261,88,223,379,25346,3653,132,874,76,189,33,,34085,282,32110,1693,2170,1720,,,51,153,219,419,590,813,818,821,6,,,256,582,521,57,12,2452,10,162,55,152,555,35,4,80,2296,551,,0,0,0,0,0,151,2304,19,1328,88,23,42,725,2,624,162,181,845,369,69,104,75,2,57,392,92,120,1,5,,195,30,538,6,29,331,15,2633,68,5,13,18,5,3,1,,3890,42,3735,113,2011
106084001,084001,SUTTER COAST HOSPITAL,800 EAST WASHINGTON BOULEVARD,CRESCENT CITY,95531,Level IV,NO,1,4,19,,01 - Northern California,Del Norte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,59,Basic,10749,9229,,,1838,1930,3383,2770,2722,2425,1833,1346,1222,509,,270,159,1087,883,90,98,17391,527,138,,56,,,,,255,28,,18863,111,,,8795,4789,1167,3209,2018,179,47,588,1,1104,204,903,304,3914,1893,34,1134,1762,16,753,1764,810,4568,,,1102,71,94,30,276,2,70,185,15315,2198,103,362,71,87,12,,19978,140,19543,295,986,816,,,37,171,101,158,216,297,331,417,33,41,,57,10,26,3,8,1641,57,146,29,82,178,11,,8,1116,213,19,0,0,0,0,0,313,1013,82,225,169,72,26,262,1,335,106,118,210,123,18,29,38,,17,357,45,40,,5,,101,29,96,10,,39,3,1464,7,3,21,22,3,1,3,,1802,14,1768,20,2011
106090793,090793,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,,NO,4,1,24,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,69,Basic,7855,8029,,,1680,1681,3425,2330,2105,2138,1198,588,405,334,,331,257,1008,13,2089,41,12145,395,217,13,15,2,,,1,69,33,5,15127,7,,,5060,2010,729,5726,2359,325,34,407,2,913,285,777,366,5185,730,20,839,453,5,778,1399,534,2830,2,,2278,75,48,11,182,3,62,206,10495,1845,225,296,40,108,10,,15884,119,14745,1020,743,688,,,45,163,147,160,259,232,140,193,28,64,,31,18,139,31,26,1185,1,62,21,30,142,14,2,4,1074,76,6,0,0,0,0,0,338,525,58,446,64,131,11,151,3,257,64,52,71,231,30,18,44,,30,213,39,85,,1,,133,14,51,2,3,50,6,1067,53,10,17,14,6,5,,,1431,5,1364,62,2011
106090933,090933,MARSHALL  MEDICAL CENTER (1-RH),1100 MARSHALL WAY,PLACERVILLE,95667,Level III,NO,4,1,23.3,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,91,Basic,11863,9855,,,2141,2324,3230,2598,2980,2829,1885,1416,1822,493,,124,177,1691,97,125,13,19491,641,437,,57,53,1,1,,,252,,20057,88,113,18,8023,4568,789,6612,1726,430,76,758,12,1308,456,1233,381,5930,1258,49,1352,832,16,857,2018,925,3826,1,,1938,74,208,30,198,70,215,350,14859,2643,141,727,105,151,9,,21718,49,21063,606,2146,1768,,,37,131,189,320,617,725,697,1189,1,8,,21,27,158,10,,3685,13,180,34,146,327,17,,35,2508,662,5,0,0,0,0,0,677,2426,23,673,115,27,46,722,7,651,93,163,530,363,119,86,109,2,65,583,99,248,,1,,285,45,439,3,28,125,16,2795,49,8,75,29,7,8,1,1,3914,16,3832,66,2011
106100005,100005,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVENUE,CLOVIS,93612,,NO,29,14,31,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,109,Basic,17144,11105,1,,1984,3190,5737,5047,3995,3261,2081,1289,1303,363,,26,16,19045,108,831,10,8214,338,328,15,37,13,4,1,81,23,348,,26971,91,,,9070,3122,2459,9466,4133,1222,118,490,7,1832,320,2019,632,6751,1597,72,1502,710,14,1177,2251,1282,6254,,,2283,123,240,25,277,62,60,279,20911,2547,162,949,160,138,34,,28250,257,27229,764,2180,1584,,,45,226,328,405,650,668,579,863,,,,157,97,854,78,,2570,8,125,66,125,321,110,4,35,2502,475,1,0,0,0,0,0,517,1858,36,1087,266,56,55,700,1,906,160,233,262,325,43,87,47,1,22,510,136,220,,,,197,22,241,2,7,28,12,3204,20,2,2,17,2,6,1,1,3764,92,3527,145,2011
106100697,100697,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,93210,,NO,30,16,27,,09 - Central,Fresno,General Acute Care,District,General Medical / Surgical,24,Standby,4224,4516,,,1599,1236,1514,1213,1070,896,457,262,168,325,,79,344,5366,17,85,,2849,736,216,,15,1,,,,16,10,,7708,38,,,1040,694,1246,4440,1320,296,27,218,2,592,162,506,246,2501,309,10,675,179,8,284,1025,322,1374,,4,692,50,60,8,298,21,45,142,6020,1038,37,211,38,66,13,1,8740,19,6784,1937,194,371,,,5,25,53,96,136,96,69,85,,,,8,66,199,8,4,280,,54,8,14,4,3,1,1,229,45,206,0,0,0,0,0,51,143,251,87,33,2,11,87,,43,28,39,60,20,10,6,19,1,9,77,42,111,,,,17,3,41,2,9,11,4,473,4,,,,,1,,,565,,484,81,2011
106100717,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,2823 FRESNO AND R STREETS,FRESNO,93721,Level I,YES,31,16,35c,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,626,Comprehensive,39093,41050,3,,5002,7432,17260,13543,14871,12334,4913,2061,1379,1346,5,75,135,37199,52,7392,22,35271,551,1817,88,258,228,94,46,102,1187,3758,18,71330,669,,,34407,7600,17126,5152,15861,2389,205,1209,21,4453,941,4139,1979,16052,6190,171,3848,4555,32,7963,5337,3354,17307,,1,4407,418,359,81,2654,84,9,730,61418,5637,386,2790,773,342,57,1,80146,1208,67626,11312,10402,11879,,,675,2316,2324,3494,4820,3395,2350,2438,179,290,,1305,2583,10186,595,9,7533,70,324,579,926,2133,718,15,239,14742,2379,226,0,0,0,0,0,7596,7088,897,2017,4683,329,245,3877,12,2577,959,1050,1874,3684,408,653,589,25,1794,1995,665,1512,4,29,,1053,187,1140,413,193,124,91,17532,331,67,795,177,62,76,40,,22281,994,17743,3544,2011
106100797,100797,SIERRA KINGS DISTRICT HOSPITAL,372 WEST CYPRESS AVENUE,REEDLEY,93654,,NO,31,14,32,,09 - Central,Fresno,General Acute Care,District,General Medical / Surgical,49,Standby,8176,6783,,,3354,2300,2606,1813,1421,919,722,516,518,790,,98,66,4399,3,408,193,9792,529,728,,38,1,,,90,,,,13567,6,,,8011,1656,230,2012,3050,719,28,222,4,931,126,735,341,3738,661,13,1092,632,37,361,1966,594,2759,,,1050,40,182,12,158,1,29,248,10916,1715,72,345,35,110,46,,14959,146,10987,3826,333,219,,,16,49,42,65,69,72,77,143,5,14,,15,1,331,3,1,200,1,32,17,7,21,7,,4,404,60,,0,0,0,0,0,141,282,,65,64,23,11,94,,83,45,47,12,18,1,4,7,,2,120,14,69,1,1,,24,5,18,1,2,5,2,487,3,,2,,,2,1,,552,2,433,117,2011
106100899,100899,ST. AGNES MEDICAL CENTER,1303 EAST HERNDON AVENUE,FRESNO,93720,,NO,29,14,35f,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,436,Basic,34298,21947,,1,3751,5565,11867,8563,7241,6459,4444,3454,4155,747,,1801,6306,20282,181,1888,610,25178,371,580,104,117,,,,46,,868,,54085,60,15,,25149,11811,1214,12590,5482,1482,289,1637,12,3673,962,4278,1803,11752,3667,133,3104,1601,31,2806,4934,2447,11633,2,,4310,188,712,21,725,13,523,509,42295,4529,226,1639,237,211,108,,56246,892,53230,2124,9027,6813,,,173,815,895,1350,2278,2780,3016,4530,3,,,773,1094,3705,379,28,9803,58,103,203,689,2512,704,,,9664,1964,1,0,0,0,0,0,2787,9437,108,3123,385,176,204,3509,3,2531,826,1225,986,1397,240,348,292,15,111,2220,468,1286,3,,,869,121,1236,6,20,489,34,12784,152,10,32,63,19,4,1,,15840,564,14425,851,2011
106104062,104062,KAISER FND HOSP - FRESNO,7300 NORTH FRESNO STREET,FRESNO,93720,,NO,29,14,35f,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,169,Basic,13332,10143,1,,2072,2681,2698,2313,2693,2861,2491,2578,2815,274,,1191,1874,8147,158,336,86,11684,53,143,98,23,5,20,15,,,230,7,22477,205,197,3,523,7109,98,14388,1358,416,121,881,5,1662,512,1239,330,5737,1512,39,1161,382,9,871,1872,631,6095,1,,1962,80,432,12,112,42,196,307,17015,2450,118,546,72,119,13,,23476,164,22230,1082,2412,2040,,,31,126,189,306,511,808,1164,1317,,,,180,273,937,20,2,3009,31,194,18,167,834,45,7,63,2613,511,,0,0,0,0,0,19,2999,8,1374,52,19,84,1022,,724,236,217,647,392,82,100,74,1,40,546,75,193,,,,223,21,415,1,10,187,4,3496,54,4,10,16,5,6,,,4452,47,4256,149,2011
106110889,110889,GLENN MEDICAL CENTER,1133 WEST SYCAMORE STREET,WILLOWS,95988,Level IV,NO,2,4,37,,01 - Northern California,Glenn,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,47,Standby,2513,2170,,,528,574,893,575,574,530,368,269,285,87,,98,68,879,63,38,,3537,223,27,,5,,,,,9,50,4,4315,50,,,1703,984,154,1108,734,28,22,152,1,300,60,205,92,1425,314,13,299,25,1,216,535,192,802,,1,292,14,4,8,56,3,11,100,3223,779,28,102,16,29,18,,4683,23,4454,206,198,116,,,5,18,15,34,40,70,49,82,,1,,1,,25,,,282,6,25,5,8,,1,,,205,70,,0,0,0,0,0,54,194,3,44,19,,8,31,,38,10,12,3,17,10,6,7,,9,62,16,85,,,,14,,,2,,,2,282,7,,1,2,,3,1,,314,1,308,5,2011
106121002,121002,MAD RIVER COMMUNITY HOSPITAL,3800 JANES ROAD,ARCATA,95521,,NO,1,2,39,,01 - Northern California,Humboldt,General Acute Care,Investor - Corporation,General Medical / Surgical,78,Basic,7139,6797,1,,1222,1646,3290,2168,1475,1627,1023,638,637,211,,80,319,507,1181,149,,11701,330,142,,25,8,,,,,95,2,13332,3,,,4189,2711,853,4375,1809,172,18,319,2,848,234,668,234,3756,891,8,839,446,3,578,1439,1013,2467,1,1,1107,44,121,16,222,2,,210,9587,2078,138,318,65,25,4,,13937,56,13768,113,566,497,,,27,69,73,83,195,207,180,200,6,23,,4,16,15,7,,918,103,42,25,35,142,14,,,714,91,,0,0,0,0,0,210,552,30,164,107,7,8,148,,208,51,46,56,84,17,12,22,,10,257,73,60,3,1,,32,18,33,5,2,21,2,909,6,1,13,8,8,5,,,1063,6,1055,2,2011
106121031,121031,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR STREET,GARBERVILLE,95542,,NO,1,2,44,,01 - Northern California,Humboldt,General Acute Care,District,Other,9,Standby,1068,1496,,,179,217,504,425,324,349,283,141,122,20,,20,33,113,77,10,22,2289,8,82,215,1,,,1,,16,8,,2218,,,15,707,510,81,512,754,11,2,77,1,203,26,103,80,791,132,6,159,40,,113,191,223,406,,,246,10,17,4,33,18,8,69,1705,285,15,113,3,20,18,,2564,8,2525,31,8,28,,,,3,3,5,7,10,2,6,,,,,,2,,,34,,7,1,1,,,,,20,7,,0,0,0,0,0,7,18,,2,9,,,2,,3,4,1,3,2,,,3,,3,9,3,3,,,,4,,,,,,,30,1,,,,,1,,,36,,34,2,2011
106121051,121051,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,95540,,NO,1,2,42,,01 - Northern California,Humboldt,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,35,Basic,5755,4954,,,1101,1215,1796,1443,1223,1450,882,611,738,250,,57,79,720,233,205,71,9344,457,65,,26,,1,13,,95,10,,10033,9,,,3508,2602,839,2249,1511,237,29,316,,579,121,521,158,2598,769,10,819,190,15,227,967,805,2348,,,813,59,83,15,135,16,64,208,7692,1153,78,275,26,66,26,,10709,38,10312,359,411,326,,,19,32,47,71,107,127,128,183,5,18,,6,1,27,16,2,662,23,34,4,26,90,17,,7,436,123,,0,0,0,0,0,120,432,15,94,76,6,6,88,1,148,33,46,42,93,14,17,10,,12,155,38,27,,1,,59,8,68,3,5,9,2,543,13,2,11,9,3,2,,,737,4,714,19,2011
106121080,121080,ST. JOSEPH HOSPITAL - EUREKA,2700 DOLBEER STREET,EUREKA,95501,,NO,1,2,39,,01 - Northern California,Humboldt,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,146,Basic,10040,9296,,,1451,1580,3753,2998,2786,2728,1681,996,1066,297,,357,514,833,744,439,270,16179,138,89,,68,3,2,2,4,525,178,1,18288,38,,,5874,4400,2183,4009,2870,408,32,534,,915,323,847,307,4139,1145,20,1687,660,13,921,1529,960,4896,,,1444,105,167,18,369,51,173,180,14256,1677,125,486,104,103,78,,19336,216,18785,335,1759,1814,,,83,194,276,356,631,667,568,717,33,48,,43,44,82,47,31,3189,137,81,65,150,570,178,1,29,2054,431,14,0,0,0,0,0,668,1882,113,534,376,22,36,743,6,525,124,190,242,535,82,110,73,2,70,503,141,162,2,5,,277,53,336,15,37,231,15,2388,69,13,55,61,8,13,2,,3573,51,3469,53,2011
106130699,130699,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,92243,Level IV,NO,80,40,48,,14 - San Diego/Imperial,Imperial,General Acute Care,City and/or County,General Medical / Surgical,165,Basic,21356,18729,6,,6463,5241,6010,4555,4405,4082,2898,2626,2270,1541,,127,834,32667,26,711,209,5517,475,479,136,68,,,,77,249,12,,38582,13,,,18879,7620,1567,8281,3744,1073,254,1183,11,2539,616,2503,825,8073,2201,55,2371,3002,105,965,5165,1587,7561,1,1,2483,181,272,28,387,16,224,488,30937,3738,133,873,66,215,50,,40091,22,25671,14398,1989,2224,,,116,182,245,393,557,706,830,985,83,116,,18,94,3286,66,18,730,1,207,94,159,452,39,12,1,2833,382,34,0,0,0,0,0,848,2382,39,554,390,74,70,833,1,821,263,272,268,327,65,109,76,11,26,634,95,251,3,14,,211,25,115,15,2,119,20,3616,23,2,29,12,9,14,1,,4213,2,1987,2224,2011
106130760,130760,PIONEERS MEMORIAL HOSPITAL,207 WEST LEGION ROAD,BRAWLEY,92227,Level IV,NO,80,40,50,,14 - San Diego/Imperial,Imperial,General Acute Care,District,General Medical / Surgical,107,Basic,21605,17012,2,,7035,5355,6512,5286,4616,3576,2027,1430,1093,1689,,71,661,30032,14,610,427,6804,665,350,287,27,19,3,1,55,,,,37197,15,,,18789,4460,1539,10722,3109,1156,125,495,4,1681,425,2186,638,7666,2831,41,2165,1209,45,921,5349,1834,9848,,,1952,91,390,29,215,18,139,376,30463,3637,111,981,40,151,26,,38619,65,32258,6296,1555,1538,,,66,215,234,344,463,492,512,541,87,139,,5,83,2156,44,102,699,4,127,78,67,158,73,,,2327,169,94,0,0,0,0,0,819,1408,117,499,250,49,54,496,1,566,158,208,291,148,55,45,71,1,14,627,127,175,,7,,103,14,88,5,2,49,16,2730,46,1,18,6,3,11,1,,3093,12,2162,919,2011
106141273,141273,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,93514,,NO,34,18,53,,12 - Inland Counties,Inyo,General Acute Care,District,General Medical / Surgical,25,Basic,3561,3510,,,740,853,906,771,837,899,713,552,675,125,,38,30,988,680,11,55,5269,164,32,8,18,2,1,,1,43,2,,6778,12,,10,1902,1815,351,2257,746,124,8,250,1,345,85,292,131,2019,433,10,450,472,1,153,575,251,1471,,,748,25,65,7,80,4,46,133,4635,1021,98,124,15,58,12,,7071,53,6586,432,272,227,,,14,29,26,35,58,77,92,151,8,9,,,,59,1,1,395,43,35,3,17,15,6,1,5,311,106,,0,0,0,0,0,67,293,6,101,32,16,3,57,,111,28,35,26,65,11,8,8,,9,68,17,35,,2,,41,5,52,1,1,31,6,340,5,3,3,1,6,3,1,,499,2,466,31,2011
106141338,141338,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,93545,,NO,34,18,55,,12 - Inland Counties,Inyo,General Acute Care,District,Long-Term Care (SN/IC),4,Standby,523,598,,,92,147,129,121,138,170,139,72,70,43,,7,16,173,86,8,,831,55,6,,7,1,,,,31,1,,1019,1,,,255,211,91,388,176,23,3,42,,50,30,28,31,368,73,3,57,7,1,31,66,45,263,,,139,6,4,,12,1,,14,709,183,8,33,3,8,1,,1121,3,1098,20,40,34,,,,7,1,12,10,14,15,14,1,,,,,22,,,51,1,1,3,3,,,,,58,9,,0,0,0,0,0,12,31,2,22,7,,,3,,5,4,4,1,17,4,1,2,,,19,2,12,,,,3,1,,,2,,12,55,1,,,,,,,,74,,70,4,2011
