oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Childrens_or_Cancer_Center,Prison_Jail,Not_Defined_Elsewhere,Other_Invalid_Blank,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear
106070934,106070934,070934,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,94509,,NO, 18e,, 05 - East Bay, Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,145,Basic,25043,18442,1,,7272,5980,7976,5962,5999,3777,1948,1399,1223,1948,2,1547,10372,12063,37,711,130,18626,717,643,60,,,,41862,,,192,0,,0,,12,18834,5265,1338,10479,7570,1624,,49,578,6,2164,571,2385,1197,9893,2621,30,3352,1332,130,925,5974,1995,8660,2885,200,160,43,782,26,,469,32618,4526,204,1159,96,292,26,,43486,3347,2548,,,140,312,403,800,856,855,878,1393,106,152,,311,980,1052,12,78,8,3454,271,141,197,694,35,9,10,3854,681,3,0,0,0,0,0,1141,3095,1105,476,78,108,60,1061,2,906,309,420,368,490,93,102,134,2,67,1085,155,513,1,19,262,69,411,13,14,15,8,4982,39,9,24,38,7,3,1,,5895,2008
106070988,106070988,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,Level II,NO, 18j,, 05 - East Bay, Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,327,Basic,19769,15709,,,3699,3852,4455,4465,4887,3915,2855,2614,4037,699,,1411,1554,1921,14,3382,712,26484,306,133,67,21,1,,34355,399,26,165,0,,0,1,4,1343,7106,2153,22382,2494,604,,106,959,8,1147,386,1695,518,10702,2232,28,1763,713,41,877,2363,1443,9893,3915,112,271,16,301,,6,423,24396,4380,376,991,67,221,3,,35478,5077,4697,,,404,625,554,850,987,1083,1595,3351,101,224,,398,434,402,3,535,145,7857,306,54,335,1543,267,42,178,5288,1741,20,0,0,0,0,0,509,5594,3075,391,205,132,97,1567,10,1377,301,518,511,2270,296,243,239,12,115,1170,236,653,,27,965,61,893,263,34,14,19,6606,211,81,515,71,33,7,1,,9774,2008
106070990,106070990,070990,KAISER FND HOSP - WALNUT CREEK,1425 SOUTH MAIN STREET,WALNUT CREEK, 94596-5300,,NO, 18j,, 05 - East Bay, Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,233,Basic,15282,11304,1,,1557,1915,2861,2848,3505,3673,3053,2903,3892,380,,2186,1320,2738,43,552,801,18947,151,434,52,41,20,17,24911,314,25,234,30,88,0,255,15,520,8101,127,16968,871,471,,245,1329,14,1944,549,1798,332,3312,1115,67,1016,537,29,1103,1615,396,10715,1178,99,209,3,111,18,,83,23376,920,93,328,38,98,33,,26587,4183,3630,2,1,148,261,309,526,856,1206,1684,2666,46,114,,547,290,497,6,110,27,6339,460,70,433,505,113,31,164,4808,1231,1,0,0,0,0,0,103,4797,2805,92,19,57,135,1611,8,1415,272,570,466,748,121,288,137,12,102,1061,186,618,,9,486,31,764,3,38,,13,6307,86,14,28,25,14,6,1,,7816,2008
106071018,106071018,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,2540 EAST STREET,CONCORD,94520,,NO, 18c,, 05 - East Bay, Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,254,Basic,21815,16901,1,,4422,3981,6081,5316,6471,4734,2674,1966,2188,881,3,901,4527,8168,31,5222,1018,18850,827,256,84,62,,,36690,262,6,517,0,,0,,13,11091,7940,1700,11764,6222,769,3,113,1091,3,1850,599,1772,991,8468,2741,43,2449,1306,15,1645,4362,1685,8812,2702,252,430,12,530,142,1,345,29382,3575,170,828,95,250,3,,38717,3073,2578,,,60,234,304,703,923,1018,975,1431,,3,,230,564,552,1,422,341,3541,127,95,264,882,75,47,53,3177,928,3,0,0,0,0,0,641,3362,1339,285,24,25,81,1173,2,921,250,326,406,586,146,159,135,10,80,821,151,379,,,290,68,776,12,39,5,13,4273,95,3,16,36,24,1,,,5651,2008
106074017,106074017,074017,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,94583,,NO, 18h,, 05 - East Bay, Contra Costa,General Acute Care,City and/or County,General Medical / Surgical,123,Basic,7832,7005,,,1911,1851,1672,1910,2354,1976,1248,749,934,232,,969,543,548,23,981,118,11655,66,170,8,1,,,14545,14,2,13,0,3,0,3,12,256,2221,612,10452,1296,205,,55,422,4,735,189,838,321,4867,920,28,948,302,12,351,1133,471,3036,1590,73,218,5,81,19,66,204,9305,2622,179,292,50,120,12,1,14837,1491,1207,,,84,115,195,355,389,407,399,707,7,40,,150,75,68,4,89,14,2298,64,9,79,330,37,1,47,1832,299,,0,0,0,0,0,89,1065,1482,16,46,21,31,420,,547,93,172,147,288,76,50,75,,47,393,118,219,,1,194,5,240,2,4,181,8,1988,36,5,5,13,12,4,1,,2698,2008
106074093,106074093,074093,KAISER FND HOSP - RICHMOND CAMPUS,901 NEVIN,RICHMOND,94804,,NO, 18f,, 05 - East Bay, Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,50,Basic,13899,10318,4,,2209,2439,3859,3188,3807,3664,2001,1277,1283,474,20,1675,10882,5288,34,921,517,4904,288,496,37,4,2,3,22499,35,5,157,5,88,0,210,392,4090,3603,275,11442,4811,332,,96,616,8,1158,339,1148,370,4892,1723,26,937,956,8,874,2092,1043,7603,220,8,7,11,244,6,,68,23171,52,5,411,6,4,8,,24221,1201,1047,,,19,85,134,229,384,402,408,587,,,,188,846,311,6,44,2,851,147,23,117,56,29,49,3,1602,222,,0,0,0,0,0,157,1149,842,98,2,5,36,611,,394,93,113,214,104,40,77,55,,33,285,67,121,,,59,20,297,2,11,,6,1792,30,1,6,9,2,12,1,,2248,2008
106074097,106074097,074097,KAISER FOUND HSP-ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,94531,,NO, 18e,, 05 - East Bay, Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,150,Basic,9773,6808,1,,1499,1697,1932,2116,2560,2294,1667,1287,1165,365,,972,2800,3198,26,520,1159,7907,134,188,30,26,3,8,15755,56,16,79,13,82,0,167,25,1150,3442,33,11086,871,549,,107,684,4,1379,390,1188,216,1973,692,46,728,149,55,500,1454,281,6187,637,87,164,6,108,1,,73,14391,682,40,238,42,86,27,,16582,1982,1568,,,68,138,199,339,532,711,737,822,3,1,,205,431,493,8,56,20,2337,193,31,140,167,34,11,92,2494,387,1,0,0,0,0,0,110,1953,1432,47,8,25,52,844,1,647,132,214,196,279,73,108,66,2,59,458,91,301,,2,161,26,382,4,9,,11,2869,47,3,10,21,3,3,1,,3550,2008
106084001,106084001,084001,SUTTER COAST HOSPITAL,800 EAST WASHINGTON BOULEVARD,CRESCENT CITY,95531,,NO,19,, 01 - Northern California, Del Norte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,59,Basic,9307,8750,,,1397,1704,2960,2274,2890,2380,1628,1209,1219,396,,244,121,862,745,73,30,15982,426,82,36,,,109,17402,2,,,0,,0,,,7510,4391,766,3675,1715,136,,47,545,5,944,231,654,191,3496,1620,37,676,1924,15,626,1435,702,4773,924,41,63,17,254,1,69,167,14196,1752,109,316,53,71,24,,18057,929,964,,,53,103,121,186,258,263,355,473,42,39,,54,29,40,56,10,5,1699,116,36,101,235,19,1,4,1113,183,85,0,0,0,0,0,279,1086,306,146,76,26,33,334,4,305,110,134,225,140,26,43,39,1,26,336,43,61,1,6,122,36,112,13,3,91,5,1475,11,,11,7,5,1,1,,1893,2008
106090793,106090793,090793,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,,NO,24,, 02 - Golden Empire, El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,71,Basic,8013,8209,,,1616,1951,3421,2150,2424,2181,1081,588,449,361,,301,232,821,14,1922,53,12879,5,476,23,44,,52,15355,,,,0,199,0,68,,4364,1932,767,6530,2629,246,,28,387,3,906,188,671,351,5488,816,10,819,904,15,819,1493,597,2481,2456,79,89,12,205,2,78,181,10290,1950,242,410,64,146,18,,16222,928,867,,,76,185,170,219,340,260,206,229,43,67,,36,22,187,4,42,37,1467,74,20,41,185,13,3,4,1381,69,5,0,0,0,0,0,389,624,619,112,51,78,13,237,,365,78,62,71,334,48,30,24,4,41,219,35,149,,7,193,20,74,6,3,84,21,1255,63,10,23,19,9,15,,,1795,2008
106090933,106090933,090933,MARSHALL  MEDICAL CENTER (1-RH),1100 MARSHALL WAY,PLACERVILLE,95667,,NO,23.3,, 02 - Golden Empire, El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,91,Basic,12032,9774,,,2117,2640,3608,2680,2994,2588,1607,1397,1671,504,,100,145,1731,97,126,46,19561,698,1326,51,8,1,1,19487,98,55,46,0,32,0,3,,7551,4363,687,7830,1375,449,,29,582,3,989,203,1041,392,6203,1603,37,1328,612,15,655,1884,850,4931,1945,93,301,27,217,337,130,359,14568,2461,193,852,95,205,23,,21806,2279,1817,,,74,166,198,348,617,689,798,1196,2,8,,16,17,145,27,13,2,3876,204,26,168,355,5,22,60,2622,617,17,0,0,0,0,0,586,2522,854,82,52,28,49,800,8,652,101,216,314,453,121,88,128,3,55,570,78,430,,2,380,36,650,10,56,64,11,2670,99,13,57,40,2,4,3,1,4096,2008
106100005,106100005,100005,COMMUNITY MEDICAL CENTER - CLOVIS,2755 HERNDON AVENUE,CLOVIS,93612,,NO,31,, 09 - Central, Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,109,Basic,14515,10195,,,2228,3133,4971,4005,3467,2661,1576,1040,1198,431,,905,1061,7373,357,,76,14938,213,,34,6,,,24296,11,,84,1,,0,,65,7018,3517,1008,10074,3093,1071,,53,524,3,1494,256,1608,603,6682,1257,51,1355,730,12,586,2353,1161,4911,2141,88,239,18,243,13,51,285,17685,2628,184,865,101,142,27,,24710,2054,1477,,,48,243,313,439,588,520,510,870,,,,194,128,731,23,29,5,2421,165,53,123,322,21,37,12,2404,394,,0,0,0,0,0,404,1784,1131,168,44,69,47,676,8,888,170,215,173,277,45,97,34,,14,471,146,201,,,160,21,179,,7,159,10,2952,17,4,7,9,4,2,,,3531,2008
106100697,106100697,100697,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,93210,,NO,27,, 09 - Central, Fresno,General Acute Care,District,General Medical / Surgical,24,Standby,3758,4905,,,1363,976,1400,1284,1253,1089,430,295,216,355,2,94,507,4800,15,56,22,3169,638,251,19,,,,7560,27,,,0,1,0,167,,1255,2225,2026,2001,1156,132,2,13,267,2,617,127,367,97,2401,375,17,646,178,4,282,906,255,1975,748,41,69,4,227,20,30,126,6032,990,62,194,28,73,19,,8663,220,703,,,9,56,110,215,216,103,102,108,2,2,,12,131,342,,9,3,426,68,23,9,1,,,,297,66,459,0,0,0,0,0,30,186,123,35,549,,17,132,,45,55,58,119,40,8,7,12,2,8,150,60,210,,,17,3,33,6,7,6,4,829,8,,,3,1,6,,,923,2008
106100717,106100717,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,2823 FRESNO AND R STREETS,FRESNO,93721,Level I,NO, 35c,, 09 - Central, Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,459,Comprehensive,35268,36315,1,,6532,8459,15126,11705,12651,8624,3497,1753,1427,1804,6,2807,10487,39339,955,,94,17902,336,,238,9,,,68834,91,,1816,8,,0,,252,32220,7177,10443,6498,15246,2290,1,226,1045,21,3951,953,3512,1837,19208,3727,133,3453,4984,46,4467,5906,3165,12659,5022,405,341,97,2842,46,8,641,50917,6292,378,3247,821,452,74,1,71584,9082,10286,,,665,1762,1891,3256,4032,2827,2077,2415,186,257,,1223,2360,9056,118,250,7,6354,197,538,853,1470,392,174,53,13148,1916,627,0,0,0,0,0,5946,6909,1818,3261,1434,335,177,3486,26,2564,812,1171,1276,3279,328,508,480,21,325,2136,633,1778,3,30,868,148,786,366,138,308,52,15133,264,51,903,188,34,85,44,,19368,2008
106100745,106100745,100745,KINGSBURG MEDICAL CENTER,1200 SMITH STREET,KINGSBURG,93631,,NO,30,, 09 - Central, Fresno,General Acute Care,District,Long-Term Care (SN/IC),15,Standby,251,237,,,142,84,66,56,52,22,19,7,9,31,,,1,356,,,20,111,,,,,,,487,,,,0,,0,,1,104,21,7,255,101,2,,,8,,20,7,24,28,89,24,,52,7,,14,114,18,81,27,1,,1,4,,2,5,399,41,1,3,,4,,,488,19,7,,,4,6,2,1,,6,3,3,,1,,,,14,,,1,11,1,2,1,,,1,,18,3,,0,0,0,0,0,5,9,10,2,,,,1,,3,4,2,1,1,,,,,,9,1,4,,,1,1,,,,,,24,,,,,,,,,26,2008
106100797,106100797,100797,SIERRA KINGS DISTRICT HOSPITAL,372 WEST CYPRESS AVENUE,REEDLEY,93654,,NO,32,, 09 - Central, Fresno,General Acute Care,District,General Medical / Surgical,44,Standby,8712,7300,,,3545,2484,2743,1847,1589,1037,648,541,567,1010,1,96,43,4571,5,656,100,10541,402,740,30,,,,14741,12,,,0,,0,,87,8279,1678,259,2647,3149,497,,22,237,2,1064,174,957,602,4125,679,6,1389,492,18,338,2012,664,2734,1126,42,141,23,165,4,40,224,11769,1900,93,339,27,106,13,,16012,401,315,,,27,63,59,60,92,81,109,213,3,9,,13,4,373,,5,2,319,27,9,18,11,16,,36,496,103,,0,0,0,0,0,177,395,74,67,3,18,16,116,2,116,72,44,20,45,5,2,5,,2,169,30,53,,1,34,9,37,3,2,16,3,597,5,1,3,2,3,1,,,716,2008
106100899,106100899,100899,ST. AGNES MEDICAL CENTER,1303 EAST HERNDON AVENUE,FRESNO,93710,,NO, 35f,, 09 - Central, Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,436,Basic,32460,20927,1,,4318,5838,10493,7592,6999,5591,3770,3422,4319,1046,,1717,5008,16339,94,933,495,28802,286,322,109,,,,52127,178,,226,0,56,0,38,46,19863,11766,1646,14235,5878,1217,,192,1566,17,2899,820,3865,1581,11467,4192,119,2965,1497,28,1586,4748,2330,12299,4241,131,605,25,594,1,98,423,40299,4727,259,1572,150,173,90,,53388,8136,6019,,,159,613,769,1258,1913,2277,2763,4401,1,1,,698,809,2857,30,64,21,9676,113,150,786,1767,763,,,8655,1920,1,0,0,0,0,0,2121,8989,2573,331,141,108,170,3187,4,2225,754,904,961,1507,197,357,258,6,94,2009,375,1038,1,,847,119,1188,14,22,37,34,11631,138,18,38,46,21,1,1,,14155,2008
106104047,106104047,104047,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO STREET,FRESNO,93710,,NO, 35f,, 09 - Central, Fresno,General Acute Care,Investor - Partnership,General Medical / Surgical,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,0,0,0,0,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2008
106104062,106104062,104062,KAISER FND HOSP - FRESNO,7300 NORTH FRESNO STREET,FRESNO,93720,,NO, 35f,, 09 - Central, Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,169,Basic,10464,8131,,,1751,2187,2119,2006,2325,2265,1827,1987,1835,293,,934,1421,6076,77,253,76,9758,83,326,26,14,13,9,17588,134,8,143,12,58,0,156,25,227,4878,299,12016,1175,142,,76,571,7,999,447,1151,354,4155,1011,22,661,598,4,683,1285,394,6035,160,4,6,3,39,4,,62,17970,12,2,326,5,,2,,18595,2283,1945,,,55,123,158,320,481,797,1106,1185,3,,,168,275,851,21,8,,2905,151,38,197,618,40,9,9,2497,669,,0,0,0,0,0,13,2735,1440,31,9,26,64,1074,3,656,168,228,326,438,71,178,64,2,61,604,62,201,,2,264,26,540,4,12,,7,3269,53,9,17,16,6,3,2,,4228,2008
106110889,106110889,110889,GLENN MEDICAL CENTER,1133 WEST SYCAMORE STREET,WILLOWS,95988,Level IV,NO,37,, 01 - Northern California, Glenn,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,47,Standby,2643,2284,,,536,649,872,553,732,550,378,278,261,117,1,106,72,831,76,32,7,3803,282,51,7,,,,4496,27,,61,0,,0,,3,1838,918,211,996,964,27,,19,149,2,331,60,246,168,1366,382,8,324,24,1,195,529,223,873,369,16,12,6,30,5,3,104,3434,726,38,137,12,21,14,,4927,142,115,,,6,11,9,28,39,40,56,66,1,1,,5,2,24,1,,,225,27,5,5,,1,,,173,42,4,0,0,0,0,0,34,163,27,26,7,,4,28,1,24,15,19,2,8,3,4,3,,3,71,12,60,,,6,,,1,1,,,242,2,,1,2,,2,,,257,2008
106121002,106121002,121002,MAD RIVER COMMUNITY HOSPITAL,3800 JANES ROAD,ARCATA,95521,,NO,39,, 01 - Northern California, Humboldt,General Acute Care,Investor - Corporation,General Medical / Surgical,78,Basic,8053,7558,,,1409,2044,3522,2295,1972,1824,999,683,599,264,,80,244,399,858,48,,13982,179,569,23,1,,,14732,,,,0,79,0,28,,3885,2885,1110,4571,3160,195,,43,324,2,840,168,772,347,4199,1088,24,948,601,,501,1780,1165,2614,1183,76,73,33,206,1,1,186,11175,2069,139,379,54,33,3,,15611,693,646,,,46,93,98,142,237,195,203,276,19,30,,5,17,21,111,,,1185,50,17,63,175,15,,,926,93,,0,0,0,0,0,280,658,148,103,150,14,15,201,,242,52,67,65,138,19,34,28,4,23,277,70,84,,6,57,23,45,8,2,9,10,1126,16,1,13,13,1,10,5,,1339,2008
106121031,106121031,121031,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR STREET,GARBERVILLE,95542,,NO,44,, 01 - Northern California, Humboldt,General Acute Care,District,Other,9,Standby,1238,1409,,,171,287,431,387,398,444,211,128,154,36,,32,28,83,71,17,64,2352,19,47,7,,,,2368,6,,15,0,158,0,27,,707,580,86,475,799,20,,17,92,3,241,43,134,37,855,151,15,100,34,2,83,281,215,324,192,50,12,7,42,,20,78,1730,337,15,123,4,34,3,,2647,39,39,,,1,,2,6,15,20,7,26,,1,,,,1,,,,77,1,1,1,,,,,66,9,,0,0,0,0,0,17,43,9,9,,,1,12,,8,5,3,1,8,1,3,,,5,25,2,4,,,4,4,2,,,1,,67,,,,,,,,,78,2008
106121051,106121051,121051,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,95540,,NO,42,, 01 - Northern California, Humboldt,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,35,Basic,6312,5152,,,1197,1489,1998,1474,1584,1405,754,541,769,253,,28,65,668,232,265,109,10097,280,82,27,,4,,10960,42,3,65,0,,0,,1,3695,2497,893,2744,1635,153,,23,245,3,564,101,487,227,2755,718,9,906,343,6,244,1157,842,2681,891,62,65,9,139,1,5,255,8169,1374,89,315,28,55,7,,11464,414,403,,,26,36,47,77,118,115,106,268,6,18,,,4,26,5,4,2,776,32,11,35,139,25,,20,413,141,1,0,0,0,0,0,110,499,113,81,14,5,8,99,1,145,45,33,53,109,15,15,10,,20,169,41,49,,,72,10,69,2,12,1,4,603,13,1,9,10,3,4,4,,817,2008
106121080,106121080,121080,ST. JOSEPH HOSPITAL - EUREKA,2700 DOLBEER STREET,EUREKA,95501,,NO,39,, 01 - Northern California, Humboldt,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,146,Basic,10275,9413,,,1551,1947,3345,2902,2954,2660,1559,1188,1190,392,,282,477,668,610,422,444,16785,221,83,54,,8,,18833,179,1,303,0,,0,,6,5888,4850,1943,4184,2823,425,,48,471,1,796,304,749,252,4183,1302,26,1530,623,16,845,1602,1124,5391,1446,143,84,27,329,64,114,182,14599,1816,130,497,111,121,25,,19688,1511,1422,,,69,158,212,329,531,440,441,662,30,61,,35,37,71,128,28,36,2598,33,29,164,334,125,,43,1855,339,11,0,0,0,0,0,464,1654,469,286,60,42,33,541,4,424,107,139,232,436,58,80,76,,43,457,102,154,,5,226,50,274,14,33,30,19,2102,69,13,46,39,5,9,3,1,2933,2008
106130699,106130699,130699,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,92243,Level IV,NO,48,, 14 - San Diego/Imperial, Imperial,General Acute Care,City and/or County,General Medical / Surgical,165,Basic,20439,18265,,,6027,5221,5464,4305,4525,3991,2794,2558,2144,1675,,142,952,30943,24,298,134,6211,614,631,76,,,,37193,4,,6,0,117,0,,63,16691,7360,1812,9209,3632,1128,,205,1133,8,2248,579,2241,1196,8098,2194,70,1902,2942,99,1050,5184,1745,6682,2370,130,302,34,399,12,166,517,29859,3421,124,949,96,209,116,,38704,1620,1652,,,102,173,166,276,438,471,678,763,95,110,,19,67,2514,1,17,13,641,177,40,161,438,88,19,6,2158,172,13,0,0,0,0,0,686,1827,450,286,23,60,75,654,1,718,173,170,175,250,55,78,67,11,27,504,70,163,2,19,165,9,130,11,5,127,20,2716,22,1,41,9,11,5,,,3272,2008
106130760,106130760,130760,PIONEERS MEMORIAL HOSPITAL,207 WEST LEGION ROAD,BRAWLEY,92227,Level IV,NO,50,, 14 - San Diego/Imperial, Imperial,General Acute Care,District,General Medical / Surgical,107,Basic,19007,15746,1,,6135,4963,5797,4562,4130,3188,1707,1482,1031,1757,2,79,709,26647,15,289,417,6598,429,469,29,,,,33444,58,1,,0,165,0,61,98,14935,4251,1718,10295,3555,1098,,99,466,3,1669,355,1719,614,7689,2441,39,2057,889,43,665,4465,1918,8525,1912,88,348,21,331,8,160,393,26403,3327,145,1376,47,173,22,,34754,1234,1458,,,87,197,212,284,390,398,466,465,87,106,,9,90,1788,2,21,81,701,127,74,92,131,46,,9,2033,99,81,0,0,0,0,0,703,1142,474,256,117,45,52,450,1,545,165,185,89,215,45,58,43,2,13,483,106,194,1,,105,11,111,7,5,115,17,2216,43,2,44,6,3,5,1,1,2692,2008
106141273,106141273,141273,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,93514,,NO,53,, 12 - Inland Counties, Inyo,General Acute Care,District,General Medical / Surgical,25,Basic,3134,3338,,,614,852,826,654,862,833,653,484,561,133,,38,38,855,624,18,44,4855,118,29,13,2,1,2,6284,5,,,0,15,0,3,,1498,1536,371,2192,875,61,,11,195,2,231,82,264,219,2002,408,8,452,343,3,149,491,240,1311,665,19,52,7,98,5,54,134,4131,929,107,180,26,49,16,,6472,357,304,,,24,37,36,76,101,105,112,145,9,16,,2,2,54,91,1,4,507,33,4,24,50,7,4,4,457,78,,0,0,0,0,0,105,316,160,68,12,29,6,75,,125,42,25,39,94,15,14,2,1,9,119,18,46,,2,49,17,38,4,1,36,6,466,14,5,13,6,3,3,,,661,2008
106141338,106141338,141338,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,93545,,NO,55,, 12 - Inland Counties, Inyo,General Acute Care,District,Long-Term Care (SN/IC),4,Standby,644,754,,,113,171,160,96,217,197,175,129,108,31,1,12,,138,46,21,421,760,96,13,6,,,62,1190,15,,1,5,5,0,,5,245,345,135,461,212,13,,7,59,,73,37,43,22,437,96,5,58,54,1,29,119,45,300,141,5,5,2,19,36,,37,864,184,2,82,4,14,3,,1398,14,4,,,,,1,,3,4,3,7,,,,,,,,,1,17,4,2,,,,,,7,5,,0,0,0,0,0,2,12,3,1,,,,2,,2,4,,,1,,,1,,1,4,1,2,,,2,,,,,,,15,,,1,,,,,,18,2008
