oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Control_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,RURAL_HOSPITAL_FLAG,TEACHING_HOSPITAL_FLAG,TRAUMA_CENTER_DESC,ASSEMBLY_DIST,SENATE_DIST,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Critical_Access_Hospital,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Births,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other_Unk,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_dx_invalid,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Fire_Accidents,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,CONTROL_TYPE_CATEGORY_DESC,LICENSED_BED_TOTAL,CONGRESS_DIST,EMS_STATION
106231013,231013,MENDOCINO COAST DISTRICT HOSPITAL,MENDOCINO,Public - District,General Acute Care Hospital,700 RIVER DRIVE,FORT BRAGG,95437,1-49,Y,N,, 2 , 2 ,Fort Bragg/Westport,Rural,Rural,N/A,Emergency - Standby,4722,4372,,734,759,1223,1100,956,1252,1403,825,692,150,,68,78,1077,83,261,45,7482,212,96,11,12,2,,20,38,44,9,8545,41,6,58,,505,2736,494,4827,532,,207,27,285,1,559,122,415,228,2595,480,35,473,236,9,357,721,540,1804,,,826,75,102,9,75,18,105,221,6200,1126,69,165,21,71,11,,9094,51,8425,618,366,321,,11,25,39,50,91,157,136,170,2,6,,10,3,41,13,,616,4,83,23,26,79,3,,2,292,179,,0,0,0,0,0,164,431,2,82,8,,5,7,99,136,,28,43,36,58,20,15,20,2,23,126,36,32,,1,,37,8,51,,1,26,535,5,3,2,9,1,1,5,3,,687,5,657,25,2014,Government,49,2,8
106231396,231396,UKIAH VALLEY MEDICAL CENTER,MENDOCINO,Nonprofit - Corporation,General Acute Care Hospital,275 HOSPITAL DRIVE,UKIAH,95482,50-99,Y,N,Level IV, 2 , 2 ,Ukiah,Rural,Rural,N/A,Emergency - Basic,11812,10176,1,2380,2412,3809,3215,2858,2480,2118,1152,1125,439,1,91,369,4501,1490,185,121,15232,421,351,24,106,,,,180,192,3,20604,51,56,1,,1296,4329,930,13380,2047,7,523,70,549,3,1456,430,1184,701,4984,1253,26,1822,1113,13,1006,2055,1256,3544,,1,1520,186,224,19,241,47,179,336,16081,2389,111,425,87,124,20,,21989,16,19783,2190,1234,1094,,50,152,175,193,364,516,380,440,16,42,,15,12,283,18,26,1845,129,105,34,66,432,21,,10,1374,283,3,0,0,0,0,0,664,1202,65,370,27,,37,52,354,417,,128,136,319,236,36,61,41,4,28,305,72,99,,,3,156,41,163,7,18,141,1716,24,3,14,20,8,1,13,3,,2328,1,2160,167,2014,Nonprofit,67,2,14
106490919,490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Nonprofit - Corporation,General Acute Care Hospital,3325 CHANATE ROAD,SANTA ROSA,95404,100-149,N,N,, 2 , 2 ,Santa Rosa,Urban,N/A,N/A,Emergency - Basic,11304,9513,,2231,1950,3636,3324,2612,2912,1905,890,833,523,1,446,793,6248,502,246,196,12386,212,125,16,23,11,,26,379,402,,19614,,,9,,9347,3557,1106,3417,3235,155,456,45,437,3,1364,196,1231,752,4148,1288,45,1207,898,11,1741,1671,992,4331,,1,940,103,165,13,291,3,138,237,15542,2496,124,417,194,146,8,,20817,259,17408,3150,1204,1122,,30,127,186,220,455,474,369,449,13,3,,61,51,307,19,26,1821,41,66,60,54,515,32,19,24,1218,308,30,0,0,0,0,0,655,1190,120,319,42,,52,38,424,395,,109,138,268,249,45,56,72,,68,215,88,96,2,2,9,142,44,223,4,4,123,1709,26,2,5,25,6,,9,4,,2326,37,2115,174,2014,Nonprofit,135,5,15
106490964,490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,Public - District,General Acute Care Hospital,1375 UNIVERSITY STREET,HEALDSBURG,95448,1-49,N,N,, 2 , 2 ,Geyserville/Healdsburg,Rural,N/A,N/A,Emergency - Standby,4859,4430,,1027,926,1292,1315,999,1217,1007,647,711,148,,43,87,3066,3144,44,22,2883,277,38,10,2,1,,,,17,,8928,16,,,,3258,2195,609,2073,1119,35,91,25,219,2,627,136,439,197,2870,587,16,600,118,,299,854,505,1704,,,719,19,46,3,44,,87,211,6176,1664,76,167,13,56,8,,9289,3,7479,1807,326,306,,8,23,44,42,86,104,101,223,,1,,4,3,94,,,526,5,42,11,21,59,,1,66,323,108,1,0,0,0,0,0,85,383,24,103,37,,,5,82,100,,25,43,86,89,25,4,8,2,20,84,35,24,,,,59,5,14,1,,20,500,13,3,4,6,,,4,3,,632,1,578,53,2014,Government,43,2,8
106494019,494019,KAISER FND HOSP - SANTA ROSA,SONOMA,Nonprofit - Corporation,General Acute Care Hospital,401 BICENTENNIAL WAY,SANTA ROSA,95403,150-199,N,N,, 2 , 2 ,Santa Rosa,Urban,N/A,N/A,Emergency - Basic,25013,21149,2,4696,5663,6192,5091,4728,5391,5285,3911,4514,692,1,1098,1479,10180,306,903,531,31667,304,217,41,55,38,40,1,23,621,11,44429,181,3,29,171,7714,11852,1156,23256,2186,,710,201,1706,12,2257,666,2255,702,12470,2749,93,2502,959,42,2248,3411,1680,11501,,,4168,168,423,22,307,40,324,658,31899,6149,322,1070,178,367,69,,46164,268,42192,3704,2388,2076,,80,150,214,270,617,846,897,1290,33,67,,126,99,452,18,7,3717,45,194,30,142,614,40,,61,2796,587,,0,0,0,0,0,180,2815,20,1384,65,,53,55,705,911,,182,192,931,460,61,81,83,4,81,434,100,121,1,2,7,331,30,335,3,31,279,3305,65,4,13,20,13,,16,19,,4464,37,4260,167,2014,Nonprofit,173,5,34
106494106,494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,SONOMA,Nonprofit - Corporation,General Acute Care Hospital,30 MARK WEST SPRINGS RD.,SANTA ROSA,95403,50-99,N,N,, 2 , 2 ,Santa Rosa,Urban,N/A,N/A,Emergency - Basic,2488,2136,1,434,360,766,715,566,689,481,222,250,142,,63,146,1250,62,129,158,2817,55,35,2,28,3,,65,94,160,6,4123,20,,,34,1922,817,157,1054,631,44,142,12,131,,352,64,245,122,947,332,20,279,116,7,318,477,220,841,,,329,23,35,3,42,8,32,55,3514,421,16,92,26,23,5,1,4625,51,4002,572,255,279,,6,21,43,48,109,100,96,107,3,1,,13,16,84,14,14,387,6,14,3,10,80,5,,,328,87,7,0,0,0,0,0,137,261,16,106,14,,11,9,92,105,,28,30,55,52,7,19,11,,10,56,21,25,1,,2,30,11,41,1,,23,412,11,,,3,1,,1,,,534,7,484,43,2014,Nonprofit,84,2,12
106531059,531059,TRINITY HOSPITAL,TRINITY,Public - District,General Acute Care Hospital,60  EASTER AVENUE,WEAVERVILLE,96093,50-99,Y,N,, 2 , 2 ,Douglas City/Lewiston/Trinity Center/Weaverville,Frontier,Rural,N/A,Emergency - Standby,2126,2244,1,342,436,677,583,686,549,427,368,257,46,,16,16,213,74,47,28,3977,170,21,5,,,,10,,2,8,3982,6,,167,,287,1116,137,2460,371,,70,3,146,,420,91,225,110,1146,238,13,292,130,1,132,393,324,636,1,,344,22,26,5,51,,4,114,3094,522,31,98,10,43,7,,4371,6,4357,8,162,172,,2,11,15,20,39,83,64,98,,2,,,4,7,1,3,315,4,44,,9,,4,1,3,226,46,1,0,0,0,0,0,30,236,12,18,38,,1,3,60,49,,38,25,11,19,3,13,5,1,7,72,9,18,,,,13,5,9,,,1,299,4,,1,1,,,,1,,334,1,333,,2014,Government,51,2,4
106040802,040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,BUTTE,Nonprofit - Corporation,General Acute Care Hospital,240 SPRUCE STREET,GRIDLEY,95948,1-49,Y,N,, 3 , 4 ,Biggs/East Biggs/Gridley,Rural,Rural,N/A,Emergency - Standby,5655,4148,,1364,1097,1487,1372,1182,1240,800,609,454,198,,153,148,2582,32,323,26,6539,264,114,8,,,,6,3,9,66,9306,21,,6,,6328,1023,51,1275,1124,2,79,26,262,9,843,124,539,400,2318,529,74,861,202,2,267,1148,483,1637,,,747,38,30,5,52,12,33,150,7418,947,37,155,9,58,112,,9803,96,8245,1462,378,250,,17,28,43,61,108,110,117,144,,,,4,3,84,8,7,522,,37,3,7,4,6,2,6,405,158,,0,0,0,0,0,189,367,1,48,23,,,2,64,99,,48,45,18,31,11,4,8,16,14,176,50,42,,,,28,4,7,,,6,566,6,1,,3,1,,5,1,,628,9,564,55,2014,Nonprofit,45,1,5
106040875,040875,FEATHER RIVER HOSPITAL,BUTTE,Nonprofit - Corporation,General Acute Care Hospital,5974 PENTZ ROAD,PARADISE,95969,100-149,N,N,, 3 , 4 ,Magalia/Paradise/Stirling City,Rural,N/A,N/A,Emergency - Basic,11844,8837,1,2093,1756,2942,2559,2121,2806,2215,1589,2127,474,,83,155,712,,49,152,19531,307,307,34,17,8,,3,110,58,,19455,117,266,,,8903,6493,437,3478,1368,3,421,49,605,7,1387,227,1310,489,4762,1381,30,1126,801,13,802,2109,1046,4117,,,1756,105,198,13,139,5,151,263,15513,1930,80,363,42,102,22,,20682,11,20636,35,1780,1534,,40,131,158,234,476,683,590,952,17,33,,14,15,69,1,15,3200,,130,99,74,483,48,,31,1897,552,,0,0,0,0,0,691,2162,37,394,30,,30,31,568,562,,81,165,676,375,78,69,52,8,22,383,60,151,,,3,243,57,391,1,7,165,2358,31,2,6,28,5,,15,5,,3314,,3304,10,2014,Nonprofit,100,1,18
106040937,040937,OROVILLE HOSPITAL,BUTTE,Nonprofit - Corporation,General Acute Care Hospital,2767 OLIVE HIGHWAY,OROVILLE,95966,100-149,N,N,, 3 , 4 ,Oroville/Palermo/Thermalito,Rural,N/A,N/A,Emergency - Basic,10789,9269,,2015,2018,3849,3221,2646,2810,1558,845,605,491,,587,782,1392,477,385,65,16370,281,762,47,,,,,,322,2,18639,5,,,,11180,4034,673,2290,1881,,503,42,375,10,1239,237,1085,402,4333,1687,24,1836,1070,32,713,2034,1082,3354,,,1204,100,122,27,276,13,174,374,15264,1836,133,333,81,105,16,,20058,244,19491,323,5353,4400,,160,646,790,1188,2054,1876,1493,1411,39,96,,244,280,472,132,11,8373,241,235,554,115,337,53,2,15,7616,795,31,0,0,0,0,0,3607,4849,167,871,259,,84,52,1414,1033,,287,315,3475,1034,247,97,307,12,144,335,130,777,,6,4,510,250,411,37,56,290,7777,158,25,68,58,12,3,49,49,,9753,188,9409,156,2014,Nonprofit,133,1,14
106040962,040962,ENLOE MEDICAL CENTER- ESPLANADE,BUTTE,Nonprofit - Corporation,General Acute Care Hospital,1531 ESPLANADE,CHICO,95926,200-299,N,N,Level II, 3 , 4 ,Chapmantown/Chico,Urban,N/A,N/A,Emergency - Basic,20702,17708,,3314,4014,7699,5331,4242,5037,3380,2207,2366,820,,472,1310,6036,412,1926,140,28114,187,443,71,,,2,,534,581,,36375,217,,,,16659,8645,951,9185,2970,,927,98,979,6,2035,523,1878,435,8326,2788,40,1980,1171,42,2039,3176,1413,10553,,1,2719,246,273,28,562,17,309,414,29134,3102,309,960,153,160,24,,38410,381,35964,2065,5091,5060,,173,624,668,901,1609,1966,1775,2295,44,96,,131,179,898,322,30,8513,78,164,208,368,1103,362,39,92,6293,1518,4,0,0,0,0,0,2515,5767,105,1622,142,,32,119,1753,1496,,371,735,981,1500,237,260,292,5,147,1393,356,462,1,3,8,734,121,619,71,47,69,7888,160,57,240,73,17,3,40,12,,10151,96,9596,459,2014,Nonprofit,228,1,34
106060870,060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Nonprofit - Corporation,General Acute Care Hospital,199 EAST WEBSTER STREET,COLUSA,95932,1-49,Y,N,Level IV, 3 , 4 ,Colusa,Rural,Rural,N/A,Emergency - Standby,3544,2945,,995,860,944,830,673,637,536,408,393,213,,49,117,2847,124,19,8,3325,302,129,8,6,1,,,84,38,,5863,58,,,,2767,1377,291,1606,448,,204,19,184,3,408,99,309,118,1661,325,5,527,71,12,221,637,258,1427,1,,487,10,35,3,56,21,47,130,4650,805,20,166,18,37,4,,6489,27,5142,1320,283,214,,10,30,41,49,79,76,80,114,4,14,,8,7,153,,,321,8,47,27,8,27,1,2,,290,94,1,0,0,0,0,0,65,273,7,90,62,,7,8,56,92,,32,67,27,28,5,4,13,,11,97,18,32,,,,19,6,21,,5,4,422,7,1,2,4,,,5,1,,497,2,410,85,2014,Nonprofit,48,3,4
106110889,110889,GLENN MEDICAL CENTER,GLENN,Nonprofit - Corporation,General Acute Care Hospital,1133 WEST SYCAMORE STREET,WILLOWS,95988,1-49,Y,N,Level IV, 3 , 4 ,Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows,Frontier,Rural,N/A,Emergency - Standby,2693,2202,,484,589,754,723,547,597,414,419,279,89,,77,73,889,117,15,4,3720,281,114,6,2,,,1,157,66,,4200,68,,,,2107,1196,292,694,606,,54,16,173,3,407,105,242,86,1304,330,9,329,43,2,275,559,227,730,,1,295,18,5,6,37,2,11,116,3606,639,24,103,8,17,8,,4895,18,4679,198,124,104,,2,10,18,22,37,38,49,50,,2,,6,1,22,1,1,193,4,23,8,3,,2,,4,144,40,4,0,0,0,0,0,27,134,40,21,6,,,5,46,25,,19,25,6,22,2,2,4,,8,48,11,5,,,,21,1,,,,2,190,12,,1,,,,,1,,228,,220,8,2014,Nonprofit,47,3,5
106521041,521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Nonprofit - Corporation,General Acute Care Hospital,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,96080,50-99,Y,N,Level III, 3 , 4 ,Gerber/Los Flores/Proberta/Red Bluff,Rural,Rural,N/A,Emergency - Basic,15726,12707,,3336,3022,4549,4010,3288,3482,2481,1949,1659,657,,207,349,4085,218,320,184,23070,546,502,41,37,14,,,307,352,,26593,34,,5,2,13905,7000,883,3709,2931,5,915,85,749,7,1981,399,1545,655,6441,1748,39,2217,926,25,1097,3045,1625,4934,,,2106,185,199,35,305,71,164,500,21011,2942,184,436,102,163,30,,28433,126,26597,1710,1024,883,,42,109,93,143,243,374,374,419,29,81,,18,12,154,17,17,1681,8,78,31,55,283,50,11,,1150,249,,0,0,0,0,0,540,1127,24,163,53,,34,22,276,336,,119,144,199,173,21,29,29,,12,388,71,48,,,6,101,42,98,10,3,86,1486,36,2,4,22,5,1,8,3,,1907,5,1820,82,2014,Nonprofit,76,1,15
106580996,580996,RIDEOUT MEMORIAL HOSPITAL,YUBA,Nonprofit - Corporation,General Acute Care Hospital,726 FOURTH ST,MARYSVILLE,95901,150-199,N,N,Level III, 3 , 4 ,Marysville,Rural,N/A,N/A,Emergency - Basic,24987,20825,2,5347,4730,9003,7069,5769,5427,3310,2088,1726,1345,,2274,2080,10534,327,1256,113,29230,,3379,93,623,1,,249,411,,,40719,,339,,,23451,7814,2076,6522,5950,1,1483,227,972,19,2753,636,2686,1272,9540,3648,81,2128,2520,65,1470,3954,1959,10401,,,2958,179,274,38,514,9,288,631,34586,4161,230,1363,197,294,92,,45814,1604,40679,3531,4124,3752,,87,372,490,769,1380,1604,1550,1612,4,8,,583,212,1016,158,8,5839,60,116,243,310,1024,143,,6,4615,1400,19,0,0,0,0,0,2153,4538,195,787,203,,84,114,1569,1071,,391,567,808,892,136,158,220,2,91,1085,294,390,1,2,1,519,103,765,32,53,529,5514,121,22,96,35,27,2,33,25,,7876,485,6904,487,2014,Nonprofit,173,3,22
106171049,171049,ST. HELENA HOSPITAL - CLEARLAKE,LAKE,Nonprofit - Corporation,General Acute Care Hospital,15630 18TH AVE - HWY 53,CLEARLAKE,95422,1-49,Y,N,, 4 , 2 ,Clearlake/Clearlake Oaks,Rural,Rural,N/A,Emergency - Standby,10538,8458,,1867,1740,3025,2439,2128,2868,2273,1286,982,388,,45,854,1884,187,138,267,15621,1911,522,37,2,,,,74,45,,16225,88,91,1,,9780,5056,247,2282,1630,1,369,59,586,1,1347,385,1020,568,4033,1109,8,1005,506,22,866,2167,1089,3856,,,1244,106,107,20,215,26,155,341,14265,1890,85,320,120,75,27,,18996,15,18552,429,570,451,,14,45,86,99,190,237,171,171,,8,,7,31,41,6,27,900,9,122,34,10,44,5,,,715,91,,0,0,0,0,0,320,591,16,71,23,,19,9,65,205,,71,80,84,82,14,9,21,,30,240,60,31,,1,,50,19,85,2,7,60,749,22,1,2,7,5,1,11,,,1021,,1012,9,2014,Nonprofit,32,3,8
106171395,171395,SUTTER LAKESIDE HOSPITAL,LAKE,Nonprofit - Corporation,General Acute Care Hospital,5176 HILL ROAD EAST,LAKEPORT,95453,1-49,Y,N,Level IV, 4 , 2 ,Kelseyville/Lakeport,Rural,Rural,N/A,Emergency - Basic,9344,7737,,1455,1627,2478,2344,1790,2607,2046,1345,1047,342,,64,321,2216,892,201,144,13243,453,125,23,19,6,1,177,182,97,4,15784,68,,3,139,6565,4731,1276,2261,2212,36,361,52,626,1,1402,300,927,514,3809,1284,40,1013,467,8,655,1536,912,3174,,,1199,75,131,13,170,17,117,386,12714,1732,79,283,46,91,28,,17081,49,16354,678,555,472,,10,40,62,83,178,248,201,201,2,2,,3,24,68,9,8,869,46,63,17,21,119,8,4,,618,174,3,0,0,0,0,0,248,638,12,115,14,,12,11,140,209,,65,63,88,130,18,21,8,1,2,174,46,37,,,2,79,14,48,4,2,40,803,19,3,4,4,2,1,4,,,1027,3,998,26,2014,Nonprofit,30,3,12
106281047,281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,Nonprofit - Corporation,General Acute Care Hospital,1000 TRANCAS STREET,NAPA,94558,200-299,N,N,Level III, 4 , 3 ,Napa Central,Urban,N/A,N/A,Emergency - Basic,13772,12289,,2530,2294,4020,3434,3192,3344,2558,1871,2248,570,,355,415,6610,19,171,205,18286,568,370,25,33,14,2,,145,193,10,24534,41,1,,125,8504,6032,1572,6530,3423,,605,56,729,8,1150,314,1147,440,7057,1429,27,1568,683,20,1006,2130,1034,6658,,,2253,115,171,17,265,30,186,514,18159,2994,212,863,88,168,26,,26061,67,23335,2659,1903,2103,,45,168,218,313,564,706,687,1265,14,26,,117,50,569,23,84,3162,1,224,41,163,370,181,11,32,2164,804,16,0,0,0,0,0,703,2452,134,568,149,,21,34,833,603,,172,259,456,594,58,101,100,5,50,463,119,133,,2,3,303,19,352,9,33,316,2723,55,23,80,29,26,1,29,8,,4006,24,3654,328,2014,Nonprofit,211,5,18
106281078,281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,General Acute Care Hospital,10 WOODLAND RD.,ST. HELENA,94574,150-199,N,N,, 4 , 3 ,Angwin/Deer Park/St. Helena,Rural,N/A,N/A,Emergency - Standby,3294,2798,1,486,546,1014,708,759,761,669,537,517,96,,79,82,1470,8,82,42,4330,122,29,3,31,11,1,,7,22,4,5846,10,7,,,300,1235,538,3520,486,14,85,14,159,,292,147,311,90,1884,363,8,326,144,2,251,517,267,1233,,,583,34,44,3,14,13,53,122,3963,1045,50,120,12,33,4,,6093,21,5307,765,550,563,,6,50,100,127,159,203,176,292,,,,13,25,133,4,4,932,2,26,28,27,112,29,,26,727,137,1,0,0,0,0,0,187,592,20,287,27,,2,10,199,145,,39,63,99,118,10,33,21,2,203,107,20,40,,2,,67,11,110,3,10,102,762,23,1,4,9,2,,9,,,1113,3,1022,88,2014,Nonprofit,151,5,8
106571086,571086,WOODLAND MEMORIAL HOSPITAL,YOLO,Nonprofit - Corporation,General Acute Care Hospital,1325 COTTONWOOD STREET,WOODLAND,95695,100-149,N,N,, 4 , 3 ,Woodland,Urban,N/A,N/A,Emergency - Basic,10769,9445,,2578,2293,3292,2824,2239,2443,1534,1130,1256,625,,353,866,8336,90,421,33,10115,344,1,26,132,10,,45,449,127,1,18933,146,,,,9248,4005,832,4506,1623,,563,62,649,6,1245,406,1057,463,4385,1052,30,1184,482,28,1345,1907,682,4668,,,1268,78,130,15,225,28,105,299,15229,2101,127,386,76,127,20,,20214,260,17384,2570,979,1019,,38,211,189,224,359,330,283,331,13,20,,38,76,609,36,1,1234,4,73,20,81,151,69,2,85,1174,328,15,0,0,0,0,0,588,929,72,354,48,7,28,25,234,333,,83,93,177,187,20,31,27,2,429,250,55,20,,1,3,91,15,128,6,9,118,1539,18,3,9,45,3,,2,12,,1998,37,1740,221,2014,Nonprofit,108,3,17
106574010,574010,SUTTER DAVIS HOSPITAL,YOLO,Nonprofit - Corporation,General Acute Care Hospital,2000 SUTTER PLACE,DAVIS,95616,1-49,N,N,, 4 , 3 ,Davis,Urban,N/A,N/A,Emergency - Basic,13236,10156,,2706,2788,4901,2992,2263,2415,1710,1361,1664,592,,1545,1045,6826,68,272,36,13600,250,59,19,5,1,,119,17,64,1,22834,23,,,,7588,4489,727,8425,2163,,502,115,729,1,1799,330,1298,456,5829,986,43,1557,329,36,1210,2348,971,4853,,,1910,70,180,12,146,3,107,335,16968,2671,355,387,85,160,3,,23392,590,20106,2696,786,645,,33,109,112,120,207,239,277,334,,,,57,53,347,6,1,965,2,68,10,35,197,5,20,4,832,260,,0,0,0,0,0,289,815,12,265,48,2,27,33,132,369,,84,85,215,139,18,21,18,1,6,169,47,65,,2,,79,10,116,2,4,43,1141,9,7,1,6,6,,5,2,,1431,34,1198,199,2014,Nonprofit,48,3,8
106034002,034002,SUTTER AMADOR HOSPITAL,AMADOR,Nonprofit - Corporation,General Acute Care Hospital,200 MISSION BLVD,JACKSON,95642,50-99,Y,N,, 5 , 8 ,Ione/Jackson/Pine Grove/Sutter Creek,Rural,Rural,N/A,Emergency - Basic,10463,8350,,1632,1669,2577,2362,2229,2952,2175,1520,1416,281,,48,124,811,149,36,3,17642,487,114,25,17,8,,20,205,45,,17891,1,,,,3846,5171,823,7526,1447,,354,36,614,7,1479,256,1357,329,4674,1021,24,1315,492,20,687,2069,880,3199,,,1538,78,126,15,129,5,23,310,13731,2225,63,411,53,100,6,,18813,64,18567,182,955,871,,18,62,75,112,307,366,362,520,3,1,,3,11,52,,1,1749,10,137,18,81,228,42,10,16,1041,216,37,0,0,0,0,0,334,1158,61,241,32,,26,23,322,331,,54,89,288,200,34,26,48,1,23,247,29,82,,,3,135,25,104,1,1,89,1417,15,2,15,15,2,,3,2,,1826,4,1813,9,2014,Nonprofit,52,4,14
106050932,050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Nonprofit - Corporation,General Acute Care Hospital,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,1-49,Y,N,, 5 , 8 ,Angels Camp/Arnold/Copperopolis/Mountain Ranch/Murphys/San Andreas/Valley Springs/West Point,Rural,Rural,N/A,Emergency - Basic,5220,4524,,816,1138,1315,1199,1236,1333,1089,877,648,93,,91,96,437,47,57,106,8910,440,185,11,19,2,1,,113,76,1,8839,38,19,,,4081,2668,283,2058,654,,61,19,294,1,599,234,566,269,2575,493,37,700,264,,480,841,526,1785,,,765,39,89,11,79,23,61,163,6919,1224,33,230,35,67,6,,9744,15,9598,131,548,471,,12,27,53,93,139,219,223,253,,,,15,4,26,2,10,958,4,104,22,32,119,17,1,3,508,211,2,0,0,0,0,0,210,637,27,119,26,,2,16,166,103,,59,52,128,137,16,22,20,,26,174,52,46,,,,86,23,77,1,3,38,728,25,2,5,15,2,1,10,3,,1019,2,1007,10,2014,Nonprofit,48,4,8
106090793,090793,BARTON MEMORIAL HOSPITAL,EL DORADO,Nonprofit - Corporation,General Acute Care Hospital,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,100-149,Y,N,, 5 , 1 ,South Lake Tahoe,Rural,Rural,N/A,Emergency - Basic,8603,8487,4,1768,1921,3478,2458,2228,2324,1521,720,412,264,,378,334,3176,60,339,76,12731,175,466,20,,1,,10,,112,2,15881,3,360,64,,6676,2515,605,5123,2175,,345,38,439,3,985,234,854,349,5067,946,23,910,546,7,814,1556,592,3386,,,1940,40,78,11,201,3,94,230,11486,2168,266,353,54,136,34,,17094,219,15658,1217,679,646,,36,113,130,123,229,252,197,199,18,28,,46,17,149,22,2,1084,5,68,24,20,147,16,11,,941,93,5,0,0,0,0,0,328,546,31,340,80,,37,11,145,291,,47,58,128,212,29,16,29,1,38,191,51,36,,,5,105,13,60,3,7,66,958,49,6,24,15,5,1,7,6,,1325,15,1242,68,2014,Nonprofit,111,4,12
