oshpd_id9,oshpd_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Home_Health_Service,Not_Defined_Elsewhere,Other_Care,Hospice_Care,Critical_Access_Hospital,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Other,a_Sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Dx_Invalid,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_Dx_Births,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,a_EC_Fire_Accidents,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear
106070934,070934,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,94509,,NO,18e,,05 - East Bay,CONTRA COSTA,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,145,Basic,26892,19460,1,,7911,6619,8486,6204,6107,4201,2262,1372,1249,1942,,1870,12157,13155,33,514,40,18584,717,1043,87,17,29,223,,44237,,,,,,,,22343,5470,1068,9208,8264,1818,,89,560,5,1822,508,2404,832,9452,3103,23,3007,1423,124,1018,6690,2338,11137,,2925,182,138,28,719,49,5,476,35541,4476,250,1147,102,259,55,1,46353,170,42794,3389,3516,2793,,,142,325,434,765,973,1009,1032,1436,83,110,,396,1066,1066,74,2,3699,6,219,144,154,957,19,23,53,3916,824,,0,0,0,0,0,0,1271,3445,62,1013,518,85,84,1277,1059,380,399,407,557,116,106,157,7,87,1122,144,309,1,12,,280,77,560,15,5,15,5181,74,8,14,55,12,13,,,,6309,76,5916,317,2010
106070988,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,Level II,NO,18j,,05 - East Bay,CONTRA COSTA,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,330,Basic,19870,15436,,,3675,3863,4004,4042,4725,4031,3189,2710,4418,649,,1851,1586,2235,29,3310,411,25884,174,143,63,8,,218,,34226,312,73,30,20,,39,,1166,7918,2420,21365,2437,610,,83,999,4,1296,366,1635,564,10094,2242,32,1758,713,23,921,2477,1376,10113,,3939,98,251,10,331,,218,373,24471,4088,305,957,46,214,5,,35306,496,34216,594,5212,4624,,,378,536,572,798,1073,1220,1510,3455,86,208,,509,477,402,521,83,7841,3,311,67,345,1536,282,83,168,5270,1760,14,0,0,0,0,0,0,574,5659,176,3012,415,118,106,1632,1423,286,541,565,2294,283,289,264,23,96,1060,217,612,5,21,1,1028,57,853,209,10,464,6343,177,68,459,82,54,25,7,,,9836,110,9587,139,2010
106070990,070990,KAISER FND HOSP - WALNUT CREEK,1425 SOUTH MAIN STREET,WALNUT CREEK,94596-5300,,NO,18j,,05 - East Bay,CONTRA COSTA,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,233,Basic,22537,19360,2,,3852,4303,4434,4281,5250,5507,4485,4015,5092,680,,4025,2230,4683,124,832,944,29061,519,470,64,17,1,291,10,39975,306,2,36,111,15,63,19,1236,10902,33,27656,2072,565,,273,1746,13,2210,672,2082,575,10882,2223,102,2292,830,45,1443,3106,1170,11670,,3979,138,461,20,240,18,95,446,29772,5033,313,991,71,266,56,,41899,536,40130,1233,4386,3801,,,149,252,272,513,981,1285,1708,2801,70,156,,640,264,487,92,32,6644,28,310,62,353,951,77,20,226,4913,1275,,0,0,0,0,0,0,121,5082,10,2893,81,49,143,1687,1290,301,480,1088,816,134,245,157,4,119,950,234,468,3,19,,533,41,968,4,29,317,6073,86,18,33,23,15,39,8,,,8187,130,7934,123,2010
106071018,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,2540 EAST STREET,CONCORD,94520,,NO,18c,,05 - East Bay,CONTRA COSTA,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,254,Basic,21117,16302,,,4788,4070,5583,5103,5423,4617,2787,1938,2129,981,,1056,4362,9131,44,5271,733,16822,775,305,62,10,52,462,,35309,346,,42,53,,3,,12086,7534,1682,10092,6025,759,3,101,918,3,1805,430,1914,1052,7870,2572,51,2401,1108,27,1503,4022,1786,9094,,2480,202,322,16,442,168,18,349,28806,3413,143,779,72,205,4,,37419,556,33185,3678,3396,2807,,,61,247,321,704,1053,1148,1123,1538,,8,,347,601,774,589,114,3774,4,130,110,288,950,88,24,62,3572,976,3,0,0,0,0,0,0,764,3698,14,1392,335,17,105,1327,1036,318,362,424,643,142,142,165,17,82,812,187,421,3,,,309,71,913,6,51,192,4478,83,2,11,45,28,12,1,,1,6203,175,5700,328,2010
106074017,074017,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,94583,,NO,18h,,05 - East Bay,CONTRA COSTA,General Acute Care,City and/or County,General Medical / Surgical,123,Basic,7071,6144,,,1600,1679,1319,1740,2002,1751,1220,807,895,202,,1065,515,545,6,1279,91,9714,178,137,24,,,29,1,12777,32,4,30,,1,2,,293,2236,540,9090,1056,196,,45,416,1,649,325,898,298,4314,731,11,757,227,5,337,925,473,2607,,1427,58,129,1,86,4,127,162,8581,2098,140,256,47,95,4,,13215,115,13015,85,1500,1251,,,52,119,171,341,402,411,433,763,13,46,,185,82,78,173,7,2226,,63,31,83,421,40,10,19,1712,372,,0,0,0,0,0,0,127,1150,33,1427,14,16,32,457,543,106,184,170,253,80,59,74,1,48,392,80,251,3,2,,151,16,321,1,3,173,2012,31,9,9,13,7,5,,,,2751,56,2684,11,2010
106074097,074097,KAISER FOUND HSP-ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,94531,,NO,18e,,05 - East Bay,CONTRA COSTA,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,150,Basic,18477,13870,1,,4310,4304,3973,4063,4558,3896,2683,2023,1756,782,,2122,6452,6571,77,1133,1304,14689,221,473,36,,1,150,9,31059,107,5,64,176,3,21,23,3644,5437,56,20232,2979,611,,138,961,2,1980,588,1630,522,7168,1887,56,2210,612,36,868,3678,1003,8398,,2104,151,338,20,264,44,119,282,24333,3421,124,833,63,229,23,,32348,290,30448,1610,2298,1970,,,65,180,261,437,612,854,944,908,6,1,,284,571,594,41,13,2749,16,217,47,146,568,42,8,114,2562,564,,0,0,0,0,0,0,191,2460,15,1515,87,47,43,864,702,208,249,583,435,63,93,91,2,72,517,113,178,2,5,1,214,40,525,9,25,210,3115,66,6,10,14,7,13,14,,,4268,39,4091,138,2010
106084001,084001,SUTTER COAST HOSPITAL,800 EAST WASHINGTON BOULEVARD,CRESCENT CITY,95531,Level IV,NO,19,,01 - Northern California,DEL NORTE,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,59,Basic,10931,9363,,,1779,1852,3401,2859,2952,2576,1719,1384,1230,542,,230,128,1065,774,86,128,17883,482,139,34,1,277,12,,19216,132,,1,,,,,9115,4768,822,3455,2134,144,,51,545,,1016,185,744,280,3653,1966,33,1025,2514,7,681,1726,811,4913,,1045,60,97,22,278,3,81,188,15816,2036,112,394,60,83,19,,20294,165,19871,258,1037,882,,,56,181,96,167,209,282,362,451,68,47,,54,11,24,3,1,1757,69,112,34,104,247,18,1,4,1197,179,23,0,0,0,0,0,0,415,1067,67,232,138,65,38,315,291,123,109,212,161,27,30,47,,18,378,48,45,1,10,1,83,50,127,6,,68,1531,12,2,8,18,6,5,1,,2,1919,12,1891,16,2010
106090793,090793,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,,NO,24,,02 - Golden Empire,EL DORADO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,69,Basic,7660,7889,,,1656,1929,3211,2231,2012,1947,1147,601,437,378,,294,229,809,19,1972,36,12190,341,158,17,,106,32,29,14849,9,6,1,,,1,,4959,1916,644,5826,2204,290,,22,375,2,813,390,789,322,5008,845,9,788,648,17,624,1492,541,2574,,2313,62,60,10,150,11,63,163,10183,1819,188,387,37,61,42,,15549,188,14329,1032,731,625,,,52,173,157,156,251,204,130,165,19,49,,28,20,143,22,23,1118,2,62,18,36,122,12,2,5,1041,57,1,0,0,0,0,0,0,371,450,48,400,87,135,14,142,235,46,48,47,243,28,21,38,1,34,197,36,83,,7,1,138,16,53,4,6,52,981,43,6,15,19,2,12,8,,1,1356,6,1267,83,2010
106090933,090933,MARSHALL  MEDICAL CENTER (1-RH),1100 MARSHALL WAY,PLACERVILLE,95667,Level III,NO,23.3,,02 - Golden Empire,EL DORADO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,91,Basic,10184,8691,,,1810,2146,2763,2101,2407,2385,1657,1414,1786,406,,133,181,1421,85,96,12,16947,452,227,56,1,,121,,17618,147,1,50,159,,5,38,6213,4435,676,6023,1528,265,,39,604,8,889,197,932,325,5388,1239,25,1009,658,9,560,1649,777,4302,,1819,65,239,23,209,74,159,306,12565,2296,139,721,75,172,13,,18875,51,18287,537,2158,1802,,,53,189,202,342,628,616,717,1203,2,8,,34,18,136,11,,3734,27,206,21,125,399,8,4,11,2505,678,3,0,0,0,0,0,0,681,2400,30,747,102,46,64,705,631,99,207,358,440,128,87,120,4,54,587,104,322,3,1,,305,35,421,11,43,260,2697,53,4,60,27,9,20,12,1,2,3960,13,3890,57,2010
106100005,100005,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVENUE,CLOVIS,93612,,NO,31,,09 - Central,FRESNO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,109,Basic,17844,11889,1,,2588,3677,6147,5143,4052,3129,2067,1217,1278,435,1,54,17,20390,37,901,107,8228,372,,42,109,1,229,,28901,41,8,11,1,4,15,,9371,3039,2518,9965,4841,1240,,95,424,8,1759,260,2184,664,7496,1716,37,1781,848,11,1065,2877,1389,5880,,2281,127,294,16,278,57,10,308,21618,3253,160,980,176,155,21,,29734,221,28876,637,2122,1528,,,55,249,350,441,544,628,520,863,,,,168,97,852,79,,2437,17,122,60,120,355,78,8,61,2475,371,,0,0,0,0,0,0,501,1724,39,1057,329,55,55,597,875,153,261,222,322,25,99,45,1,28,589,119,203,1,,,191,24,252,1,5,89,3022,20,1,3,21,4,8,9,,,3650,87,3449,114,2010
106100697,100697,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,93210,,NO,27,,09 - Central,FRESNO,General Acute Care,District,General Medical / Surgical,24,Standby,4182,4513,,,1468,1135,1468,1260,1085,1057,468,262,172,320,,72,340,5013,10,121,13,3126,723,275,15,,1,2,,7665,14,,,,,,,1392,739,1556,3799,1209,245,1,15,199,1,654,116,465,207,2383,395,15,560,223,20,241,1046,350,1559,,676,53,92,4,271,6,43,134,6007,992,53,218,65,73,8,,8695,30,6861,1804,144,685,,,8,55,96,192,214,126,64,74,,,,10,118,305,7,7,382,,61,30,2,2,,,,205,42,487,0,0,0,0,0,0,29,127,560,85,28,,15,90,62,29,40,140,32,11,2,31,1,8,86,83,199,,,,23,5,54,14,4,12,703,7,,1,1,,3,1,,1,829,,742,87,2010
106100717,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,2823 FRESNO AND R STREETS,FRESNO,93721,Level I,YES,35c,,09 - Central,FRESNO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,626,Comprehensive,40750,41035,7,,5963,8747,17904,14050,14679,11214,4551,1853,1313,1515,3,77,114,37010,69,16993,311,27218,644,,289,414,267,3801,25,75412,419,73,239,,38,171,,35854,7185,15828,5448,17477,2472,,187,1125,23,4530,994,4185,1987,17141,5317,149,4581,5955,32,7290,5913,3658,16253,,4861,392,345,85,2605,86,9,700,61848,6233,404,2975,768,399,82,,81792,1035,69175,11582,10656,11474,,,759,2397,2274,3627,4542,3405,2228,2423,218,257,,1323,2512,10407,576,13,7219,80,268,486,885,2334,777,58,267,14489,2329,237,0,0,0,0,0,0,7470,6932,1038,1950,4740,316,195,3817,2719,944,1066,1543,3544,441,579,570,27,1889,1973,765,1690,16,30,6,1050,184,1158,403,205,557,16977,337,60,789,149,55,82,95,,29,22130,959,17657,3514,2010
106100797,100797,SIERRA KINGS DISTRICT HOSPITAL,372 WEST CYPRESS AVENUE,REEDLEY,93654,,NO,32,,09 - Central,FRESNO,General Acute Care,District,General Medical / Surgical,49,Standby,7768,6428,,,3129,2271,2466,1732,1377,918,584,443,464,812,,93,85,4110,5,634,85,9184,499,386,28,80,,,,13197,5,1,,,,,,7573,1441,271,2128,2783,643,,19,197,3,987,145,777,432,3718,589,5,1178,417,25,395,1720,637,2309,,1066,42,179,16,187,3,16,231,10187,1726,67,330,39,88,19,,14196,78,10155,3963,373,278,,,10,48,47,68,87,78,108,189,9,7,,20,2,361,3,,264,1,39,22,18,25,10,,11,454,71,1,0,0,0,0,0,0,158,365,7,67,54,31,12,97,77,63,52,27,19,2,4,9,1,5,145,13,88,,1,5,29,6,13,1,4,8,578,4,1,1,3,1,1,,,1,651,5,481,165,2010
106100899,100899,ST. AGNES MEDICAL CENTER,1303 EAST HERNDON AVENUE,FRESNO,93720,,NO,35f,,09 - Central,FRESNO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,436,Basic,34147,21327,2,,4112,5673,11337,8402,6976,6326,4169,3342,4323,816,,1880,6048,18759,177,1660,540,26412,371,636,114,108,,834,,53162,97,121,,33,,,,23591,11698,1273,12779,6135,1450,,209,1598,8,3343,885,4005,1615,11463,3879,126,3055,1700,34,2354,5042,2466,12244,,4564,158,706,20,637,14,321,397,41857,4399,199,1658,230,193,123,,55476,993,52620,1863,8838,6726,,,171,765,834,1402,2256,2658,2908,4568,2,,,803,1063,3546,309,36,9768,39,97,195,695,2440,738,,,9466,1933,,0,0,0,0,0,0,2571,9417,150,3063,363,208,179,3512,2619,795,1112,1095,1393,222,362,267,11,113,2007,407,1256,4,,2,830,116,1404,12,23,419,12438,127,17,47,65,17,38,9,,2,15564,580,14149,835,2010
106104062,104062,KAISER FND HOSP - FRESNO,7300 NORTH FRESNO STREET,FRESNO,93720,,NO,35f,,09 - Central,FRESNO,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,169,Basic,12043,9084,2,,1783,2535,2222,2206,2433,2571,2210,2420,2454,295,,1090,1783,6937,111,286,73,10849,123,189,30,3,2,251,11,20025,169,72,33,179,18,21,3,280,6178,77,13148,1446,325,,114,863,6,1310,470,1139,243,5193,1342,33,1071,324,18,840,1673,536,5629,,1851,77,377,6,115,41,79,215,15195,2367,88,535,67,102,14,,21129,151,20048,930,2425,1999,,,46,115,186,286,567,751,1123,1349,1,,,167,319,880,26,1,3007,24,157,22,179,630,54,9,68,2720,585,,0,0,0,0,0,0,15,2931,8,1416,54,12,62,1066,714,230,210,449,430,80,115,69,4,28,647,83,224,,1,,269,18,486,3,8,153,3399,44,4,15,9,6,9,1,,,4424,40,4255,129,2010
106110889,110889,GLENN MEDICAL CENTER,1133 WEST SYCAMORE STREET,WILLOWS,95988,Level IV,NO,37,,01 - Northern California,GLENN,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,47,Standby,2395,2103,1,,510,560,791,577,630,490,366,258,238,79,,95,64,785,98,43,1,3413,230,41,6,1,,71,,4101,49,,,,,,,1633,860,171,1096,739,42,,14,125,3,310,54,190,111,1284,268,8,289,44,1,213,462,155,926,,309,9,7,5,57,,10,84,3200,624,39,97,14,25,19,,4499,6,4454,39,183,141,,,7,14,14,52,37,61,48,91,,,,11,1,26,,,278,8,23,2,7,,2,,,224,63,3,0,0,0,0,0,0,53,191,3,47,30,2,3,38,30,12,25,1,27,17,2,3,,14,64,9,77,,,,23,,,1,,,282,9,,1,4,1,,3,,,324,4,315,5,2010
106121002,121002,MAD RIVER COMMUNITY HOSPITAL,3800 JANES ROAD,ARCATA,95521,,NO,39,,01 - Northern California,HUMBOLDT,General Acute Care,Investor - Corporation,General Medical / Surgical,78,Basic,6951,6461,4,,1152,1535,3211,2184,1563,1531,929,557,537,217,,94,299,395,1000,249,,11379,262,165,18,,,99,,12872,,,,,,,,4578,2288,1391,3682,1477,198,,31,247,,810,208,684,280,3666,890,23,814,411,3,556,1329,1020,2246,,1091,59,88,18,195,,4,208,9167,2053,122,315,62,26,8,,13416,39,13233,144,675,590,,,43,90,104,122,217,213,198,243,12,23,,6,18,15,11,,1088,127,55,18,46,177,27,,,848,93,1,0,0,0,0,0,0,251,621,28,290,75,20,9,185,249,57,58,73,98,15,15,21,,26,259,73,107,,,,40,19,46,4,2,14,1088,8,2,9,19,1,5,8,,,1265,11,1248,6,2010
106121031,121031,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR STREET,GARBERVILLE,95542,,NO,44,,01 - Northern California,HUMBOLDT,General Acute Care,District,Other,9,Standby,1171,1527,,,216,202,497,417,347,390,313,152,141,23,,18,34,113,70,14,2,2447,16,60,5,,2,8,,2440,,164,,,1,,2,711,531,101,479,876,30,,3,88,2,250,42,85,58,770,184,9,144,50,,111,287,223,362,,218,26,11,4,31,3,8,90,1852,298,10,102,5,31,9,,2698,6,2661,31,14,21,,,,1,6,2,3,11,6,6,,,,,1,3,,,31,,3,2,,,,1,,23,6,,0,0,0,0,0,0,4,21,,4,6,,,4,3,1,,,3,,1,1,1,2,10,3,6,,,,1,1,,,1,,31,,,,,,1,,,,35,,35,,2010
106121051,121051,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,95540,,NO,42,,01 - Northern California,HUMBOLDT,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,35,Basic,5742,5038,,,1119,1240,1913,1436,1505,1338,859,529,599,242,,44,74,695,227,201,91,9448,399,62,14,,105,17,,10161,13,,,,9,,,3621,2488,844,2292,1535,280,,24,296,2,632,131,481,203,2767,709,9,630,256,14,250,987,758,2351,,901,61,67,8,130,9,71,189,7714,1140,91,276,24,73,26,,10780,38,10330,412,445,342,,,18,43,40,83,130,122,140,194,8,9,,4,5,26,8,8,716,20,46,8,32,149,22,,14,404,111,1,0,0,0,0,0,0,116,480,12,104,75,9,16,104,147,38,37,36,86,11,22,17,1,14,163,38,46,,1,1,44,14,62,2,11,3,614,6,2,10,14,2,1,2,,,787,5,768,14,2010
106121080,121080,ST. JOSEPH HOSPITAL - EUREKA,2700 DOLBEER STREET,EUREKA,95501,,NO,39,,01 - Northern California,HUMBOLDT,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,146,Basic,10157,9413,,,1528,1781,3675,3113,2710,2684,1674,1049,1023,333,,335,514,763,748,357,115,16738,129,73,36,3,553,176,5,18499,88,,5,,2,1,,5946,4495,1905,4139,3085,481,,52,473,3,882,376,926,270,4291,1305,25,928,728,13,807,1522,1021,5467,,1470,132,140,13,377,14,162,224,14598,1497,136,537,90,113,67,,19570,169,19078,323,1707,1765,,,97,226,291,349,632,632,534,643,25,43,,76,34,72,33,16,3079,162,56,72,136,640,127,,29,2017,385,10,0,0,0,0,0,0,680,1811,101,529,351,43,42,619,539,148,160,204,504,72,90,79,,92,506,183,184,2,3,2,232,65,365,25,32,92,2483,72,10,33,28,9,8,16,,2,3472,56,3383,33,2010
106130699,130699,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,92243,Level IV,NO,48,,14 - San Diego/Imperial,IMPERIAL,General Acute Care,City and/or County,General Medical / Surgical,165,Basic,21177,18825,,,6993,5574,5890,4550,4426,3688,2765,2478,2060,1578,,168,857,32442,17,845,129,5544,459,427,78,116,262,3,,38569,7,81,,,,,,19058,6984,1669,8796,3495,986,,293,1134,11,2437,502,2171,1072,8253,2022,44,2415,3353,63,966,5453,1759,7068,,2551,138,293,38,401,8,216,499,31009,3463,137,910,64,151,124,,40002,19,25387,14596,2135,2333,,,145,207,220,437,626,691,870,1022,97,153,,18,82,3498,68,9,789,4,207,61,144,491,58,11,2,3158,306,30,0,0,0,0,0,0,924,2450,47,613,434,55,67,857,859,248,265,257,370,64,110,90,11,54,683,106,354,1,13,4,201,40,164,18,10,165,3732,49,1,43,11,5,23,6,,,4468,,2131,2337,2010
106130760,130760,PIONEERS MEMORIAL HOSPITAL,207 WEST LEGION ROAD,BRAWLEY,92227,Level IV,NO,50,,14 - San Diego/Imperial,IMPERIAL,General Acute Care,District,General Medical / Surgical,107,Basic,21514,17182,6,,7362,5659,6563,5043,4710,3373,1902,1357,1089,1644,,95,735,30288,19,652,380,6533,492,333,28,28,,,,37625,14,179,1,,1,1,,18556,4441,1670,10663,3372,1209,,120,483,1,1721,508,2131,592,8017,2898,36,2312,1214,40,785,5270,1956,9409,,2085,74,380,35,279,5,119,414,30266,3533,135,1115,45,170,47,,38702,53,32873,5776,1878,1924,,1,125,244,322,448,581,558,594,671,100,160,,5,91,2661,62,138,844,2,172,102,82,123,56,1,4,2939,198,126,0,0,0,0,0,0,931,1719,142,640,371,80,75,651,765,231,262,195,208,66,78,76,2,29,623,143,307,2,10,,150,17,115,12,11,78,3293,49,3,35,6,6,22,6,,,3803,20,2690,1093,2010
106141273,141273,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,93514,,NO,53,,12 - Inland Counties,INYO,General Acute Care,District,General Medical / Surgical,25,Basic,3511,3292,,,733,832,949,697,803,902,660,510,591,126,,32,27,917,697,13,53,5064,159,22,10,1,63,,1,6522,4,18,,3,,,,1776,1689,376,2213,749,119,,12,188,2,289,62,291,142,2072,380,7,438,497,,154,533,227,1390,,757,17,46,7,74,2,78,144,4357,964,83,210,11,48,5,,6803,47,6367,389,254,249,,,18,21,27,34,63,75,76,163,6,20,,1,,45,1,2,408,46,26,1,23,26,6,,6,317,98,,0,0,0,0,0,0,68,289,3,97,46,10,5,67,99,37,29,22,70,8,9,7,1,7,84,19,28,,1,,39,2,52,1,4,32,340,7,1,8,4,3,6,4,,,503,,482,21,2010
106141338,141338,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,93545,,NO,55,,12 - Inland Counties,INYO,General Acute Care,District,Long-Term Care (SN/IC),4,Standby,597,738,,,106,156,191,116,148,224,162,112,97,23,,13,9,169,89,15,78,962,140,4,4,,58,,2,1122,2,1,,2,,,,234,266,137,456,242,22,,5,44,,65,30,35,26,452,79,,56,26,,33,88,43,331,,144,4,3,,7,1,1,35,842,203,13,52,2,24,4,,1335,20,1285,30,14,25,,,1,2,2,2,8,8,9,7,,,,,,,,,38,1,3,,,,,,,31,4,1,0,0,0,0,0,0,1,19,1,14,4,,,3,5,4,1,1,2,1,3,,,,13,,6,,,,1,,,,,,36,1,,,,,1,,,,39,,39,,2010
106150706,150706,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,DELANO,93215,,NO,60,,09 - Central,KERN,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,111,Basic,9611,9209,,,4162,2785,2922,2448,1896,1346,837,639,465,1320,,689,466,15095,13,918,69,1570,457,,63,,,2,672,17565,61,,,,,,,9483,1656,1609,3232,2840,597,,66,392,9,1013,348,1167,649,4275,802,20,1001,954,79,490,2092,705,4161,,1431,67,139,19,356,38,11,242,14329,1384,76,442,98,162,26,,18820,97,12452,6271,968,952,,,73,158,181,184,240,225,281,314,125,139,,176,76,1300,76,5,287,,76,13,61,3,11,1,1,1467,212,75,0,0,0,0,0,0,714,700,125,236,145,42,41,253,407,137,202,83,98,20,27,28,1,9,383,72,100,1,16,,58,6,55,3,10,74,1632,48,1,4,14,8,6,1,,,1920,20,1266,634,2010
106150722,150722,BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET,420 - 34TH STREET,BAKERSFIELD,93301,,NO,66a,,09 - Central,KERN,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,418,Basic,27844,20188,1,,10813,7135,8483,5418,4440,3320,1896,1329,1164,4035,,474,5106,24448,69,1572,28,16336,284,256,66,,,20,4,47216,77,92,,,16,2,,28643,5079,769,7076,6466,2456,,173,626,15,2843,674,2523,1061,7920,2332,35,3230,1216,290,886,8138,2763,10852,,2702,74,240,14,585,56,301,566,38880,3246,186,807,54,249,73,,48033,54,42840,5139,4221,3678,,,297,478,552,951,1412,1311,1135,1170,254,339,,123,699,2607,64,,4382,24,108,140,245,389,381,156,36,5443,672,329,0,0,0,0,0,0,2292,3540,134,1640,293,152,91,1498,1282,468,476,658,649,131,149,180,17,48,1086,187,728,11,84,4,335,67,303,14,18,542,6404,92,8,12,28,28,19,27,,2,7899,23,7086,790,2010
