oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Childrens_or_Cancer_Center,Prison_Jail,Not_Defined_Elsewhere,Other_Unknown,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear,a_English,a_Spanish,a_All_Other,English,Spanish,All_Other
106070924,106070924,070924,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,94553,,NO,18a,,05 - East Bay,Contra Costa,General Acute Care,City and/or County,General Medical / Surgical,123,Basic,28712,25142,,,4497,5405,12005,8537,9566,7628,3154,980,500,1582,,2861,7938,17816,193,2605,152,22289,465,476,23,,1,,46135,104,,6649,0,,0,1,,21720,3718,16082,3428,8906,1357,,114,871,11,2780,653,2969,2120,7488,3931,149,3097,7978,58,1933,6168,2883,9294,498,21,32,1,185,2,34,155,52024,301,28,474,40,17,42,,53854,2610,2512,,,107,629,608,1064,1226,747,418,311,12,,,485,859,1217,13,14,3,2531,185,135,63,40,109,43,150,4224,164,9,0,0,0,0,0,1839,1134,477,1514,158,89,84,632,2,845,313,304,149,393,113,114,131,3,737,475,305,421,7,5,147,65,248,14,15,155,35,4246,76,11,14,76,8,10,2,,5122,2009,4199,717,206,42068,10606,1180
106070934,106070934,070934,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,94509,,NO,18e,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,145,Basic,26338,19483,2,,8062,6554,8555,5952,6075,4042,2102,1417,1238,1825,1,1788,11550,13099,38,670,74,18604,652,1074,74,,,,43804,,,205,0,,0,,14,21555,5485,1060,9964,7759,1754,,77,616,5,1890,488,2478,1603,9305,2807,24,3157,1347,110,973,6929,2043,10217,2915,178,182,37,747,34,3,417,35180,4330,228,1209,96,228,38,1,45823,3412,2568,,,155,362,422,826,927,857,945,1265,95,126,,364,1005,1131,18,84,4,3374,199,134,189,732,21,12,42,3949,702,,0,0,0,0,0,1271,3051,1047,553,58,138,76,1088,1,948,311,364,404,504,102,114,133,4,56,1078,153,488,,18,259,65,462,13,12,8,13,5016,50,5,20,41,13,,3,,5980,2009,5543,339,98,42266,3375,182
106070988,106070988,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,Level II,NO,18j,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,330,Basic,20609,16519,,,3972,4364,4551,4345,5137,4205,2878,2610,4297,769,,1698,1710,2101,8,3934,662,27015,385,151,71,4,2,,35890,368,28,197,0,21,0,8,3,1435,7314,2414,23433,2532,648,1,119,980,4,1274,328,1599,754,10583,2387,29,1802,766,37,989,2684,1396,10748,4113,105,255,10,347,1,9,393,25888,4358,354,974,78,240,3,,37128,5060,4670,,,419,583,561,847,1133,1096,1487,3302,99,203,,403,477,374,1,633,127,7715,315,45,361,1595,313,104,169,5227,1583,18,0,0,0,0,0,390,5413,3192,571,164,102,107,1527,7,1504,259,472,504,2275,337,235,256,11,104,1093,234,687,,16,949,47,890,252,17,12,17,6661,169,62,530,72,42,8,2,,9730,2009,9472,150,108,36048,537,543
106070990,106070990,070990,KAISER FND HOSP - WALNUT CREEK,1425 SOUTH MAIN STREET,WALNUT CREEK,94596-5300,,NO,18j,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,233,Basic,19508,15813,1,,2959,3409,3918,3609,4342,4571,3848,3481,4620,565,,3240,1846,3882,89,797,780,24688,343,425,71,28,17,24,33635,306,58,228,14,1,0,162,10,805,9618,59,23422,1418,509,1,215,1650,12,2262,618,1861,425,7232,1718,75,1607,645,40,1204,2770,847,11631,2684,139,385,12,171,22,,254,27469,2944,194,715,67,225,41,,35322,4217,3722,2,,178,215,288,511,1045,1283,1588,2640,57,136,,566,276,520,22,100,31,6426,361,65,336,854,91,12,211,4710,1300,1,0,0,0,0,0,112,4803,2919,96,11,37,142,1534,6,1345,304,559,689,782,177,230,148,15,119,1055,215,568,,16,552,29,872,5,19,,21,6288,87,12,20,21,11,4,,,7941,2009,7701,114,126,33693,1069,560
106071018,106071018,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,2540 EAST STREET,CONCORD,94520,,NO,18c,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,254,Basic,22357,17728,2,,5140,4537,6254,5358,5898,4855,2999,1940,2096,1005,5,1056,4739,9397,26,5738,949,18182,733,326,86,50,,,38010,345,3,526,0,,0,,8,12753,7679,1692,11483,6480,782,1,87,909,2,1846,507,1789,1282,8474,2644,48,2478,1542,9,1630,5186,1693,9178,2623,218,327,13,528,190,4,351,30809,3748,152,811,84,229,,,40087,3266,2766,,,81,243,352,713,971,1041,1106,1517,,8,,256,575,683,6,558,301,3653,139,91,309,920,81,35,68,3384,997,8,0,0,0,0,0,758,3567,1389,300,18,20,93,1248,1,1019,293,351,374,586,140,142,132,13,90,907,187,436,,,284,62,872,6,33,12,9,4588,93,3,13,34,19,3,1,,6032,2009,5557,318,157,35530,3419,1138
106074017,106074017,074017,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,94583,,NO,18h,,05 - East Bay,Contra Costa,General Acute Care,City and/or County,General Medical / Surgical,123,Basic,7775,6552,,,1844,1827,1524,1849,2236,1865,1227,785,970,200,,1080,526,552,19,1086,88,10976,132,130,33,4,,1,13930,52,1,12,0,25,0,,7,342,2322,544,9817,1302,200,,37,427,2,678,240,886,401,4601,873,12,799,235,5,329,1198,454,2950,1577,55,147,7,73,17,107,193,9271,2263,159,299,38,114,7,,14327,1524,1214,,,58,123,170,324,373,382,399,843,13,53,,169,75,62,,113,16,2303,59,18,84,411,24,17,44,1728,352,1,0,0,0,0,0,87,1164,1425,16,46,16,40,445,1,542,95,189,156,258,76,51,71,1,39,429,106,221,,2,161,10,281,3,1,188,5,2018,34,3,11,11,9,2,1,,2738,2009,2705,14,19,14147,71,109
106074097,106074097,074097,KAISER FOUND HSP-ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,94531,,NO,18e,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,150,Basic,13707,10394,,,2815,3107,3004,2926,3496,2956,2137,1706,1427,527,,1494,4469,4897,70,828,1145,11198,179,245,19,45,16,2,23073,100,24,125,19,6,0,243,5,1960,4406,39,15916,1780,571,1,116,802,6,1672,496,1372,374,4498,1164,46,1290,346,37,656,2710,620,7324,1357,112,279,10,210,14,,171,19189,1949,99,495,60,138,18,,24101,2264,1893,,1,66,183,275,437,617,777,902,895,6,,,260,618,518,17,88,15,2642,194,47,159,431,41,10,67,2657,552,,0,0,0,0,0,174,2225,1679,74,6,39,53,890,1,729,201,293,350,351,74,112,69,5,70,563,111,245,,2,176,19,490,5,18,,11,3322,67,,15,19,8,8,,,4158,2009,4016,105,37,22686,1195,220
106084001,106084001,084001,SUTTER COAST HOSPITAL,800 EAST WASHINGTON BOULEVARD,CRESCENT CITY,95531,Level IV,NO,19,,01 - Northern California,Del Norte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,59,Basic,10364,9145,,,1797,1855,3315,2503,2920,2530,1664,1255,1250,420,,293,143,1102,861,121,28,16961,425,119,40,6,,14,18813,91,,,0,,0,,1,8779,4550,741,3433,2006,167,,37,466,2,1082,217,739,369,3624,1742,30,821,2274,11,562,1665,720,4981,1059,55,93,36,250,3,90,195,15277,1853,100,341,56,76,25,,19509,1027,957,,,54,113,108,208,281,312,354,479,37,38,,54,15,32,76,10,4,1793,134,26,84,303,21,1,1,1209,164,41,0,0,0,0,0,342,1126,283,164,69,48,45,312,1,373,100,126,214,153,28,31,40,,27,337,64,82,,3,117,52,81,7,1,82,6,1595,17,1,16,,5,2,2,,1984,2009,1943,15,26,18772,377,360
106090793,106090793,090793,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,,NO,24,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,69,Basic,7932,8386,,,1904,2051,3344,2195,2206,2115,1073,600,438,392,,244,244,983,12,2227,65,12543,212,369,27,29,,31,15437,4,,24,0,155,28,1,1,4787,1938,737,6383,2473,308,,21,418,1,917,226,674,408,5352,850,20,859,789,9,656,1739,552,2519,2522,80,89,12,169,3,54,202,10509,1772,289,425,51,117,24,,16318,827,662,,,65,170,161,166,271,219,165,185,32,55,,19,14,143,2,30,69,1212,70,15,32,163,10,,2,1120,75,2,0,0,0,0,0,381,495,480,87,46,126,16,201,,271,41,48,59,274,33,21,27,2,28,205,31,104,1,1,151,8,71,4,4,56,14,1060,56,8,25,18,5,9,,,1489,2009,1382,96,11,15038,1104,176
106090933,106090933,090933,MARSHALL  MEDICAL CENTER (1-RH),1100 MARSHALL WAY,PLACERVILLE,95667,Level III,NO,23.3,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,91,Basic,10005,8518,,,2036,2361,2621,1893,2459,2216,1517,1303,1711,406,,116,135,1557,81,121,16,16497,611,156,53,32,,,17373,121,31,65,8,16,0,57,,5494,4124,668,6726,1511,308,,39,562,5,809,171,863,451,5485,1178,26,1012,484,8,530,1921,683,3988,1792,67,228,17,210,242,151,375,12190,2096,143,765,84,149,14,,18523,2201,1761,,,56,188,174,359,563,669,698,1243,,12,,25,11,124,24,11,,3767,180,33,140,406,2,5,37,2487,666,6,0,0,0,0,0,632,2411,799,83,37,47,49,779,2,584,108,179,389,427,134,67,126,5,57,553,84,372,,,357,52,601,10,47,177,21,2491,118,10,55,14,3,6,,,3962,2009,3903,41,18,17876,602,45
106100005,106100005,100005,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVENUE,CLOVIS,93612,,NO,31,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,109,Basic,16152,11167,,,2549,3605,5661,4455,3734,2837,1733,1125,1175,445,,804,873,11025,268,103,372,13874,299,,38,8,3,,26711,14,2,174,0,11,0,,59,8134,3541,1296,10093,4255,1322,,57,453,8,1688,216,1848,948,6935,1377,36,1381,833,15,775,2835,1285,5307,2204,108,269,10,231,31,9,252,20101,2685,200,959,105,123,32,,27319,2105,1483,,,53,248,311,455,533,588,562,838,,,,141,96,817,22,43,14,2455,119,68,117,357,56,17,31,2415,408,,0,0,0,0,0,454,1805,1044,253,32,70,40,644,2,859,150,217,238,293,35,94,40,1,19,547,147,192,,,209,14,172,,8,75,10,3052,19,2,3,15,5,4,,,3588,2009,3373,118,97,26264,689,366
106100697,106100697,100697,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,93210,,NO,27,,09 - Central,Fresno,General Acute Care,District,General Medical / Surgical,24,Standby,4295,5085,,,1736,1283,1571,1279,1258,1011,451,268,207,316,,91,426,5395,8,115,,3345,689,246,14,,,,8425,6,,,0,,0,,,1449,733,1805,4192,1201,130,1,14,210,1,786,204,473,110,2592,433,3,594,192,15,276,1361,327,1658,784,53,123,3,277,19,27,120,6496,1047,59,259,38,70,5,,9380,242,827,,,11,80,150,229,252,139,92,113,1,2,,9,156,405,,9,4,486,94,29,8,,3,,,281,63,591,0,0,0,0,0,54,163,111,44,697,3,15,110,,69,46,60,140,26,16,8,12,1,7,158,136,262,,,30,8,51,9,7,6,4,941,5,,2,1,,4,1,,1069,2009,952,117,,7301,2056,23
106100717,106100717,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,2823 FRESNO AND R STREETS,FRESNO,93721,Level I,YES,35c,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,626,Comprehensive,42438,41041,6,,7519,9710,18159,13761,14680,10385,4228,1842,1319,1880,2,2395,8993,43749,739,4228,739,22642,363,,250,71,6,9,80150,136,72,2116,2,38,0,,272,38157,7748,12948,6786,17846,2713,,230,1109,25,4679,1147,4238,3321,19447,4498,157,4360,5468,34,5459,7517,3627,15456,5231,397,395,73,2814,60,7,696,62557,6416,420,3151,752,427,88,1,83485,9946,10685,,,733,2087,2184,3375,4098,3000,2256,2344,226,328,,1258,2231,9689,73,307,343,6730,233,471,853,2309,631,123,110,13414,2106,381,0,0,0,0,0,6599,7051,1961,3775,1245,353,208,3471,31,2704,911,1207,1344,3560,404,564,560,37,647,2277,661,1653,2,37,948,150,910,443,161,277,74,16119,267,43,889,174,39,101,36,,20631,2009,16142,3420,1069,69571,12405,1509
106100797,106100797,100797,SIERRA KINGS DISTRICT HOSPITAL,372 WEST CYPRESS AVENUE,REEDLEY,93654,,NO,32,,09 - Central,Fresno,General Acute Care,District,General Medical / Surgical,44,Standby,8066,7005,,,3714,2451,2418,1750,1423,988,557,466,494,810,,91,54,4378,4,653,100,9791,401,628,35,1,,,13897,6,,,0,,0,,103,8281,1492,205,2370,2723,544,,10,204,5,1164,218,885,607,3712,549,7,1185,444,15,330,2330,629,2233,1093,40,158,15,170,3,19,219,11236,1620,84,282,27,74,31,,15071,404,338,,,21,59,60,93,109,90,99,189,3,19,,11,2,445,,6,3,275,22,16,14,19,14,,16,555,86,,0,0,0,0,0,197,359,81,95,10,20,14,107,,111,71,38,16,30,7,1,13,,4,177,20,113,,,18,10,21,,3,11,3,665,3,,2,,,6,,,742,2009,505,235,2,9997,4963,111
106100899,106100899,100899,ST. AGNES MEDICAL CENTER,1303 EAST HERNDON AVENUE,FRESNO,93720,,NO,35f,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,436,Basic,37177,22652,1,,5224,6755,12206,8612,7681,6110,4204,3599,4353,1086,,1886,6389,20207,132,1281,396,29539,288,694,86,,,,57809,148,,473,0,118,0,80,134,24721,12529,1487,13988,7105,1434,,201,1618,13,3261,887,4131,2859,12097,4365,142,3424,1715,32,1959,5869,2516,13307,4637,152,629,23,619,10,198,431,46343,4383,242,1634,194,215,120,,59830,8334,6260,,,160,715,743,1315,1991,2399,2940,4328,3,,,718,974,3141,40,139,26,9556,97,162,789,2031,684,,,8891,1940,,0,0,0,0,0,2374,9163,2612,310,135,153,199,3404,6,2365,687,1001,922,1495,194,363,283,18,111,1984,337,1069,3,,856,119,1230,11,15,25,25,12063,120,16,37,47,22,6,2,,14594,2009,13319,737,538,57060,1815,955
106104062,106104062,104062,KAISER FND HOSP - FRESNO,7300 NORTH FRESNO STREET,FRESNO,93720,,NO,35f,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,169,Basic,11286,8797,1,,1952,2459,2126,2027,2329,2353,1992,2346,2217,283,,1017,1561,6779,106,351,71,10199,130,293,23,22,16,14,18957,131,17,181,17,17,0,244,22,242,5655,130,12849,1208,222,,86,809,2,1079,404,969,387,4675,1048,28,840,526,4,681,1578,468,6278,730,42,110,5,93,1,,107,17678,769,28,446,25,35,15,,20084,2311,1867,,,48,109,162,317,523,706,1144,1168,1,,,161,268,856,16,37,2,2838,156,20,182,497,53,3,50,2641,575,1,0,0,0,0,0,7,2782,1336,42,11,17,81,1068,2,646,188,213,336,456,75,136,56,4,42,608,62,188,,,290,19,542,5,18,,9,3196,52,3,17,12,11,4,,,4178,2009,3992,141,45,18869,980,235
106110889,106110889,110889,GLENN MEDICAL CENTER,1133 WEST SYCAMORE STREET,WILLOWS,95988,Level IV,NO,37,,01 - Northern California,Glenn,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,47,Standby,2792,2272,,,574,633,869,633,773,596,385,220,256,125,,130,70,776,104,26,4,3954,226,36,9,,,,4702,39,,50,0,1,0,,1,1828,914,194,1207,921,28,1,13,121,,383,65,238,147,1450,358,18,357,59,2,206,551,194,873,354,19,14,7,44,4,8,97,3518,753,40,149,15,28,14,,5064,167,109,,,4,9,9,24,35,68,58,66,,3,,9,2,17,13,1,,234,25,5,6,,1,,,187,49,3,0,0,0,0,0,38,178,37,19,4,1,6,23,,31,18,25,1,18,13,4,3,,6,66,10,51,,,15,1,,1,,2,2,246,5,,,1,,3,,,276,2009,268,4,4,4997,46,21
106121002,106121002,121002,MAD RIVER COMMUNITY HOSPITAL,3800 JANES ROAD,ARCATA,95521,,NO,39,,01 - Northern California,Humboldt,General Acute Care,Investor - Corporation,General Medical / Surgical,78,Basic,7516,7104,3,,1415,1778,3367,2299,1695,1680,943,615,600,231,,82,316,433,913,82,83,12714,185,187,24,,1,3,14120,,1,92,0,,8,,2,4776,2521,1440,4223,1663,209,,31,301,4,845,172,686,290,3891,921,25,840,485,7,527,1745,1125,2519,1141,49,75,19,226,3,2,275,10185,2089,156,320,49,28,6,,14623,690,629,,,40,84,132,151,249,170,200,254,11,28,,5,16,13,141,,3,1141,55,24,57,176,26,,,898,82,1,0,0,0,0,0,288,628,302,66,35,9,22,185,,203,56,64,91,126,24,18,24,1,30,269,90,106,,1,50,23,31,9,4,6,5,1139,11,3,11,15,5,5,2,,1319,2009,1305,5,9,14363,171,89
106121031,106121031,121031,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR STREET,GARBERVILLE,95542,,NO,44,,01 - Northern California,Humboldt,General Acute Care,District,Other,9,Standby,1124,1410,,,198,235,461,353,352,439,204,141,124,27,,30,39,76,94,6,4,2285,28,60,5,,,,2271,,,8,0,162,0,,,749,450,78,514,743,26,,6,67,,215,42,91,30,814,195,18,112,38,1,108,252,192,327,203,36,8,5,37,,18,96,1658,306,14,108,6,36,3,,2534,13,14,,,,2,2,4,2,10,3,4,,,,,,1,,,,26,2,,1,,,,,17,7,,0,0,0,0,0,8,12,1,5,1,,,3,,1,5,1,1,3,,2,,,1,5,4,1,,,,1,,,,,1,22,2,,,,,,1,,27,2009,26,1,,2495,35,4
106121051,106121051,121051,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,95540,,NO,42,,01 - Northern California,Humboldt,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,35,Basic,6313,5382,,,1326,1415,2117,1605,1506,1419,828,543,683,253,,46,88,780,230,285,103,10163,325,67,9,,1,,11211,47,2,33,0,,0,,,3884,2579,826,2630,1776,224,,18,260,2,732,128,447,278,2881,668,7,849,309,6,255,1300,899,2432,927,68,91,10,109,13,16,271,8460,1225,102,317,26,54,6,,11695,507,353,,,18,41,53,76,130,139,150,232,5,16,,2,2,29,8,5,1,813,47,12,46,124,20,,8,462,140,1,0,0,0,0,0,140,528,105,75,12,3,9,107,,155,34,36,39,123,21,26,7,,16,193,38,51,,2,73,10,80,3,6,3,5,622,20,5,19,11,1,2,,,860,2009,841,18,1,11178,496,21
106121080,106121080,121080,ST. JOSEPH HOSPITAL - EUREKA,2700 DOLBEER STREET,EUREKA,95501,,NO,39,,01 - Northern California,Humboldt,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,146,Basic,10523,9424,,,1687,1927,3759,2921,2828,2750,1615,1038,1040,382,,341,619,724,669,444,227,16923,141,81,45,6,5,,19341,89,3,227,0,,0,,9,6063,4643,1948,4331,2962,450,,36,458,1,769,343,894,300,4174,1177,29,1841,750,13,856,1873,1136,4847,1571,169,76,21,341,77,126,157,14960,1631,143,484,86,96,9,,19947,1784,1629,,,112,203,252,340,630,575,527,676,32,66,,52,55,75,124,33,12,3062,50,63,148,445,127,,58,2150,364,8,0,0,0,0,0,623,1787,576,340,87,35,45,565,3,537,144,202,208,502,74,102,73,2,84,507,139,182,,9,237,52,272,17,17,23,14,2587,61,8,41,49,10,22,2,1,3413,2009,3356,30,27,19481,301,165
106130699,106130699,130699,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,92243,Level IV,NO,48,,14 - San Diego/Imperial,Imperial,General Acute Care,City and/or County,General Medical / Surgical,165,Basic,22083,19731,,,7392,6007,6007,4650,4656,3915,2864,2474,2124,1725,,158,844,33980,14,576,92,6150,443,722,58,,,,40366,10,,5,0,,0,,210,19277,7146,1891,9756,3744,1072,,221,1042,7,2276,534,2279,1168,8146,2326,61,2281,2773,121,1103,7101,2069,7234,2328,122,224,76,414,10,174,540,32971,3475,141,940,80,167,152,,41814,1874,1980,,,100,173,244,349,553,640,701,840,107,147,,26,65,3004,,39,11,709,206,57,152,452,73,24,2,2681,186,21,0,0,0,0,0,849,2019,574,370,42,65,72,750,2,779,233,224,197,291,56,85,61,6,27,673,71,237,5,20,170,26,137,9,9,144,41,3237,29,1,24,11,13,3,,,3854,2009,1837,2015,2,19940,11684,10190
106130760,106130760,130760,PIONEERS MEMORIAL HOSPITAL,207 WEST LEGION ROAD,BRAWLEY,92227,Level IV,NO,50,,14 - San Diego/Imperial,Imperial,General Acute Care,District,General Medical / Surgical,107,Basic,21505,17221,,,7743,5880,6503,4889,4294,3339,1787,1345,1098,1848,,84,814,29958,17,629,389,6835,491,531,32,3,,,37415,23,1,,0,220,0,,10,18006,4276,1703,11213,3528,1168,,84,533,3,1624,382,1891,701,7576,2722,47,2165,1098,20,731,6655,1752,9574,1964,93,451,22,343,3,153,354,30568,3206,137,1196,34,166,36,,38726,1596,1608,,,97,213,256,378,457,510,498,545,115,135,,5,87,2166,3,44,146,753,133,48,107,170,38,1,2,2412,152,141,0,0,0,0,0,782,1402,529,322,169,48,58,554,3,651,219,234,119,196,74,75,49,1,20,570,145,181,,7,128,13,98,11,2,89,14,2730,56,1,28,9,8,15,2,,3204,2009,2379,808,17,32965,5644,117
106141273,106141273,141273,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,93514,,NO,53,,12 - Inland Counties,Inyo,General Acute Care,District,General Medical / Surgical,25,Basic,3555,3704,,,704,899,983,711,891,939,726,548,702,156,,42,35,984,700,25,79,5394,151,14,18,,2,7,6911,11,,,62,73,0,,10,1689,1861,327,2538,844,81,,20,214,,342,90,301,265,1983,450,10,412,484,4,145,614,243,1601,706,13,67,8,79,2,72,127,4856,992,86,172,22,49,8,,7259,313,304,,,27,36,39,59,82,87,108,151,13,15,,1,3,46,71,1,5,490,41,5,28,25,9,1,2,413,92,1,0,0,0,0,0,89,333,119,60,16,11,6,98,,121,31,30,17,75,13,10,5,2,12,114,19,49,,4,42,5,44,,6,26,5,453,11,5,7,5,5,3,,,617,2009,317,12,288,2731,180,4348
106141338,106141338,141338,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,93545,,NO,55,,12 - Inland Counties,Inyo,General Acute Care,District,Long-Term Care (SN/IC),4,Standby,681,853,,,134,166,193,148,221,232,174,100,137,29,,9,5,188,82,26,235,989,89,14,4,,,51,1371,4,,1,0,,0,,,259,310,143,574,248,12,,4,44,,73,24,49,14,432,109,1,66,60,1,33,93,39,480,145,11,3,,9,1,1,44,1064,168,7,58,2,19,2,,1534,12,10,,,2,,,1,2,3,3,11,,,,,,1,,,2,19,1,,2,,,,,13,6,,0,0,0,0,0,1,11,6,4,,,1,2,,1,2,1,1,3,,1,,,,4,,6,,,1,,,,,,3,18,,,,,,,,,22,2009,22,,,1518,1,15
106150706,106150706,150706,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,DELANO,93215,,NO,60,,09 - Central,Kern,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,111,Basic,9712,9704,1,,4902,2774,3018,2371,1880,1384,783,524,427,1354,,696,472,15338,22,1228,118,1543,349,,56,,,537,18430,44,,,0,,0,,1,10060,1569,1811,3120,2857,586,,94,403,8,1104,402,1346,1020,4094,741,32,1199,402,89,569,2816,731,3781,1400,71,76,14,328,24,10,284,14805,1568,102,482,65,161,27,,19417,996,998,,,89,148,168,236,295,262,282,309,90,115,,179,94,1337,2,99,7,276,97,18,84,,11,1,,1476,197,110,0,0,0,0,0,601,724,320,177,172,34,45,269,,464,139,172,91,120,24,37,28,1,6,381,58,111,,14,71,12,58,5,10,97,10,1595,81,3,7,13,28,4,,,1994,2009,1254,714,26,12494,6804,119
