oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,disp_Acute_Care,disp_Against_Medical_Advice,disp_Childrens_or_Cancer,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Other,disp_Invalid_Blank,disp_Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_inv_Payer,dx_Certain_Perinatal_Conditions,dx_Circulatory,dx_Congenital,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health_St,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,dx_Unacceptable_principal_diagno,ED_Visit,All_Other_Languages,English,Spanish,Unknown_lang,blank_inv_lang,Zip_Blank_Invalid,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_racegrp_aman,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_nhpi,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_racegrp_inv_blank,a_eth_Hispanic,a_eth_NonHispanic,a_eth_Unknown,a_eth_Blank_Invalid,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Not_Defined_Elsewhere,a_disp_Prison_Jail,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Residential_Care,a_disp_Routine,a_disp_SN_IC_Care,a_disp_Childrens_or_Cancer,a_disp_Disaster_Care_Site,a_disp_Other,a_disp_CAH,a_disp_Invalid_Blank,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_inv_Payer,a_dx_Circulatory,a_dx_Digestive,a_dx_Diseases_of_the_Blood,a_dx_Ear,a_dx_Endocrine,a_dx_Eye,a_dx_Genitourinary,a_dx_Infectious,a_dx_Injury_Poisoning,a_dx_MentalHealth,a_dx_Musculoskeletal,a_dx_Neoplasms,a_dx_Nervous_System,a_dx_Respiratory,a_dx_Skin,a_dx_Symptoms_Signs_NEC,a_dx_Certain_Perinatal_Condition,a_dx_Factors_Influencing_Health_,a_dx_Pregnancy_Childbirth,a_dx_Congenital,a_dx_Unacceptable_principal_diag,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish,a_Unknown_lang,a_blank_inv_lang,a_Zip_CA_Resident,a_Zip_Homeless,a_Zip_Out_of_State,a_Zip_Unknown,a_Zip_Foreign,a_Zip_Blank_Invalid,ED_STATIONS_ON_1231
106070988,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,General Acute Care Hospital,Contra Costa,1601 Ygnacio Valley Rd,Walnut Creek,94598,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,500+,District 7,District 16,Clayton/Concord South/Walnut Creek Central and East,Urban,18900,15144,1,2720,2541,3648,4113,3691,4318,4038,3890,4423,663,,113,2866,2434,752,239,3479,1066,23096,,6086,27021,938,,217,276,10,70,441,76,9,32,294,7,5,31768,748,,92,,,979,17056,651,13946,1412,1,48,3048,13,2167,155,370,539,373,693,2228,826,7373,1135,2116,103,1612,631,2286,1035,7279,15,34045,914,31499,1565,51,16,,33224,6,441,350,24,5009,5235,,230,442,559,729,1147,1663,2152,3095,104,123,,26,893,651,192,52,799,284,7347,,1187,8789,268,,380,150,496,2631,257,,6,71,204,1,4304,1727,12,,5,,,1426,5771,280,2544,223,,1519,1459,114,5,438,35,580,1452,2176,140,266,452,329,789,226,151,45,7,56,5,,10244,443,9394,357,34,16,9913,258,68,3,2,,44
106070990,070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,General Acute Care Hospital,Contra Costa,1425 S Main St,Walnut Creek,94596,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 7,District 16,Clayton/Concord South/Walnut Creek Central and East,Urban,24555,20872,4,2554,3055,4650,5411,5082,6023,5789,5654,6616,597,,161,5472,2713,603,263,6711,1649,27859,,6429,37170,1832,,534,750,1,83,737,160,35,9,467,20,71,42047,516,1,,,,3260,14630,426,25741,1374,,47,5434,10,2587,250,456,735,479,1280,2771,1480,8604,1750,2647,117,2150,663,2735,1172,10053,11,45431,607,43656,1099,,69,5,45000,,307,119,,3395,3398,,48,130,277,406,746,1075,1742,2285,39,45,,10,747,326,39,23,625,25,4998,,666,6108,19,,200,43,272,1748,282,2,,13,50,5,3219,950,,,8,1,,183,4543,6,2018,43,,1295,980,64,3,233,5,352,1834,596,116,99,165,146,478,130,196,7,6,84,4,,6793,105,6547,132,,9,6758,17,16,,,2,52
106071018,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,General Acute Care Hospital,Contra Costa,2540 East St,Concord,94520,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 7,District 14,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,20565,17906,2,2452,3113,5453,5969,5087,5374,4988,3183,2437,417,,103,2242,5078,637,476,7242,385,22308,2,13326,24842,303,2,746,500,2,62,242,30,5,166,674,43,,35521,357,1,124,,,2485,23940,699,7973,3376,,10,3155,9,2200,132,587,742,362,1102,2401,1677,6534,2348,2810,109,1728,685,3180,1522,7153,27,38473,837,31868,5665,38,65,,36917,11,1224,221,100,3614,4009,,30,236,447,690,1229,1724,1624,1643,,,,28,579,974,67,96,794,53,5032,,1482,6091,50,,191,206,304,2152,184,4,4,51,27,5,3430,1056,,,8,1,,1825,3863,463,1316,156,,1550,1137,119,16,488,2,631,1366,638,156,113,243,213,626,201,105,,2,14,3,,7623,269,6684,657,3,10,7223,368,30,,2,,32
106074017,074017,SAN RAMON REGIONAL MEDICAL CENTER,General Acute Care Hospital,Contra Costa,6001 Norris Canyon Rd,San Ramon,94583,Investor - Corporation,,Emergency - Basic,,,100-149,District 7,District 16,Alamo/Danville/Diablo/San Ramon,Urban,6628,5966,,833,1176,1282,1609,1743,1902,1401,1417,1141,90,,5,1331,759,44,84,2296,134,7941,,653,11816,125,,236,94,3,14,49,4,,,31,2,2,12144,15,,,,,2288,3103,427,6368,408,,9,1245,5,865,33,153,187,106,214,878,224,3259,435,783,31,535,162,815,332,2317,6,12594,64,12455,61,2,12,8,12394,,1,153,38,1299,1262,,18,70,94,231,284,390,646,822,2,4,,,276,92,16,17,290,23,1847,,83,2448,28,2,41,48,96,587,61,,,14,13,26,1305,370,,,,,,152,1302,155,945,7,,478,450,24,11,166,2,179,383,283,64,64,64,81,201,55,43,1,4,8,,,2561,29,2510,14,4,4,2539,2,18,,,2,12
106074097,074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,General Acute Care Hospital,Contra Costa,4501 Sand Creek Road,Antioch,94531,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 7,District 11,Brentwood Central and West/Oakley,Urban,26999,21583,8,3581,4141,7346,7042,6146,6895,5549,4098,3128,664,,202,3318,11493,805,484,12022,1478,18788,,12038,35201,1351,,609,1087,16,47,600,88,53,9,274,15,4,45557,222,8,,,1,9332,10606,750,24650,3252,,42,4493,5,2727,250,760,862,534,1507,2767,2189,8961,1290,3393,127,2383,815,3999,1491,9982,13,48590,568,45123,2778,1,120,5,48129,,336,112,8,2357,2310,,30,210,327,452,755,948,1092,849,3,1,,13,400,850,51,66,868,12,2407,,876,3779,12,,261,62,177,1287,160,,,12,8,,2290,408,,,2,,,407,2629,17,1524,90,,835,702,46,4,183,4,241,1428,344,66,64,94,98,302,74,114,3,,64,1,,4667,75,4364,225,,3,4620,34,11,,,2,36
106084001,084001,SUTTER COAST HOSPITAL,General Acute Care Hospital,Del Norte,800 E Washington Blvd,Crescent City,95531,Non-profit Corporation (incl. Church-related),Level IV,Emergency - Basic,SMALL/RURAL,,1-49,District 2,District 2,Crescent City/Gasquet/Klamath/Smith River,Rural,6854,6463,,1007,1165,1856,2182,1689,1681,1737,1165,652,183,,677,186,159,521,35,871,82,10786,,1346,11765,206,,411,214,7,12,13,4,6,120,104,2,17,12343,61,3,,,,6427,3501,762,1894,733,,10,907,4,1078,42,185,210,82,239,758,317,3089,921,956,36,491,252,1324,702,1709,5,13317,54,13016,234,13,,,11753,,533,943,88,641,723,,14,67,97,122,192,335,276,237,8,16,,61,15,16,36,1,64,5,1166,,80,1266,18,,108,69,54,190,8,,12,4,59,2,758,100,,,,,,339,748,118,134,25,,189,174,16,,61,,48,453,141,52,15,22,30,90,39,13,2,,19,,,1364,8,1342,12,2,,1135,47,174,8,,,11
106090793,090793,BARTON MEMORIAL HOSPITAL,General Acute Care Hospital,El Dorado,2170 South Ave,South Lake Tahoe,96150,Non-profit Corporation (incl. Church-related),Level III,Emergency - Basic,SMALL/RURAL,,100-149,District 1,District 5,South Lake Tahoe,Rural,6839,7168,3,928,1289,2506,2395,1769,1773,1812,929,449,160,,54,435,262,129,32,332,567,12198,1,2654,11114,241,1,379,196,48,26,,,,159,149,,,13043,8,2,,,,4753,2427,591,4790,1449,,2,888,2,720,27,159,189,122,405,660,315,4251,810,818,14,466,178,969,413,2598,4,14010,129,13186,687,2,6,1,11744,58,262,1938,7,482,591,,31,81,109,116,157,233,181,137,12,16,,4,38,14,7,4,21,26,959,,141,910,22,,59,17,24,135,12,,,11,4,,751,59,1,,,,,274,423,42,269,65,,105,188,6,,60,1,50,149,194,85,20,19,19,125,27,11,3,1,10,,,1073,10,979,81,,3,869,38,164,,2,,12
106090933,090933,MARSHALL MEDICAL CENTER,General Acute Care Hospital,El Dorado,1100 Marshall Way,Placerville,95667,Non-profit Corporation (incl. Church-related),Level III,Emergency - Basic,SMALL/RURAL,,100-149,District 1,District 5,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,11367,9791,1,1179,1716,2734,3006,2287,2802,2859,2354,2015,207,,104,118,220,164,31,2085,201,18228,8,1798,19151,208,2,916,302,,39,12,1,16,251,238,1,4,19228,147,2,2,,,8354,6347,808,5055,545,50,3,1370,7,1126,59,213,303,111,623,1199,456,5328,1310,1673,43,760,311,1463,690,4101,10,21159,43,20653,436,25,2,2,20570,1,386,200,,1961,1917,,11,154,233,268,518,841,863,989,1,,,13,30,15,16,8,221,18,3557,,165,3684,29,,216,91,105,481,176,4,18,7,3,15,2298,464,,,,,,832,1921,162,935,20,8,659,692,27,7,169,2,240,582,421,142,132,87,107,371,87,78,1,2,67,4,1,3878,17,3820,37,4,,3746,112,20,,,,24
106100005,100005,CLOVIS COMMUNITY MEDICAL CENTER,General Acute Care Hospital,Fresno,2755 Herndon Ave,Clovis,93611,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 8,District 23,Auberry/Calwa/Centerville/Clovis East/Del Rey/Fowler/Friant/Sanger/Shaver Lake,Rural,27644,20408,4,1401,3186,9981,9255,6459,6097,5050,3623,2753,251,,648,2559,2401,493,144,3811,383,37617,,20354,27243,454,5,485,2116,29,75,104,41,132,156,838,68,332,43317,317,,46,,,20362,9980,1515,13290,2909,,17,3806,4,2714,310,528,574,306,1254,3138,2195,7381,2371,3652,156,1951,1930,3208,1404,11116,41,48056,576,45162,2298,20,,1,46918,2,810,276,49,4549,4522,,35,389,689,841,1286,1877,2003,1947,4,,,101,616,395,46,27,356,39,7491,,2886,6135,48,2,403,234,485,2289,355,,,16,343,83,3959,904,,,,,,1992,5168,97,1657,157,,1439,1521,75,12,693,4,808,1796,796,111,84,270,173,823,190,172,4,18,79,3,,9071,215,8317,537,2,,8951,85,34,1,,,41
106100697,100697,COALINGA REGIONAL MEDICAL CENTER,General Acute Care Hospital,Fresno,1191 Phelps Ave,Coalinga,93210,Investor - Limited Liability Company,,Emergency - Standby,SMALL/RURAL,,100-149,District 12,District 31,Coalinga,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,,,3,1,4,5,7,6,4,,,,,,,1,,,6,23,,16,9,5,,,1,,,,,2,,,,18,5,,,,4,,9,10,4,5,2,,2,2,,,3,,1,12,,,,,1,6,2,1,,,,,,30,,21,9,,,30,,,,,,
106100717,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,General Acute Care Hospital,Fresno,2823 Fresno St,Fresno,93721,Non-profit Corporation (incl. Church-related),Level I,Emergency - Comprehensive,,Teaching,500+,District 14,District 31,Fresno West Central,Urban,36803,39328,,3597,5795,16885,15858,11734,10721,7063,2495,1243,740,,532,2951,11036,767,147,3787,131,56780,,41915,34027,189,,178,4999,40,390,96,36,320,1867,333,33,273,66989,425,,152,,,49798,9697,2794,5584,8258,,44,4928,15,3738,218,849,840,660,2557,3505,4852,12517,5995,6230,112,3609,2621,4698,2559,15544,40,76131,895,66414,8767,50,5,1,68082,9,7460,343,236,9728,13024,,462,1945,2543,2948,4401,4943,3036,2137,124,213,,170,1469,2492,234,46,912,36,17393,,10461,12241,50,,332,1413,1112,4863,525,9,362,121,670,106,11038,2193,2,1,5,,,10378,8425,1044,2081,824,,3525,2321,193,40,1184,37,1113,3752,4336,1171,466,668,903,1433,572,625,30,62,307,13,1,22752,741,18833,3175,2,1,21068,1558,92,27,7,,73
106100797,100797,ADVENTIST HEALTH REEDLEY,General Acute Care Hospital,Fresno,372 W Cypress Ave,Reedley,93654,Non-profit Corporation (incl. Church-related),,Emergency - Standby,SMALL/RURAL,,1-49,District 14,District 31,Orange Cove/Parlier/Reedley/Squaw Valley/Tivy Valley/Wonder Valley,Rural,16821,12906,3,4168,4016,5704,4563,3745,2771,1965,1197,894,707,,15,79,68,13,6,1922,203,27408,16,25583,3845,268,34,997,694,3,48,5,5,28,67,35,2,,27779,63,,3,,1,19902,3222,580,3507,2510,9,43,1023,12,2469,125,1350,429,251,1703,1984,2097,5212,1208,1620,52,972,1081,3633,1116,3344,6,29730,76,19020,10622,6,6,3,29609,2,21,73,22,201,126,,9,29,24,36,28,56,53,79,13,,,1,3,,,,11,1,311,,224,99,4,,28,5,3,33,8,,,,,,198,51,,,,1,,127,164,,32,4,,54,26,1,,36,,30,34,11,6,4,3,9,46,8,6,13,1,39,,,327,,213,114,,,325,1,1,,,,10
106100899,100899,ST. AGNES MEDICAL CENTER,General Acute Care Hospital,Fresno,1303 E Herndon Ave,Fresno,93720,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 8,District 23,Fresno North Central,Urban,34761,23537,,1089,3463,13346,11175,8009,7498,6254,3855,3397,212,,258,2449,6193,47,53,4133,353,44812,,26909,31339,50,,299,4039,31,40,331,11,10,24,482,18,143,52734,117,4,15,,,31429,12015,1439,9683,3732,,14,4589,15,3836,250,730,1048,449,1041,4446,3034,8150,4046,3873,146,2332,4870,4270,1805,9336,18,58298,763,53290,4241,3,1,1,56628,2,1337,241,89,9482,7174,,201,1832,1698,1422,2334,3125,2835,3208,1,,,98,1070,1252,22,15,961,110,13128,,6306,10312,38,,148,546,780,3512,399,9,2,35,158,120,9525,1411,6,5,,,,5654,8542,185,2126,149,,2651,2331,127,12,1034,11,1208,2348,1097,296,194,402,430,1652,390,288,1,16,2162,4,2,16656,510,14638,1508,,,16259,281,62,6,48,,48
106104062,104062,KAISER FOUNDATION HOSPITAL - FRESNO,General Acute Care Hospital,Fresno,7300 N Fresno St,Fresno,93720,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 8,District 23,Fresno North Central,Urban,19684,15273,2,1749,2256,5265,4896,4089,4374,4259,3896,3846,329,,264,2139,2715,307,68,13743,616,15107,,14161,20200,598,,213,843,142,62,462,85,14,,401,4,2,32358,371,1,,1,,2567,10246,879,19828,1427,12,13,3557,8,1848,99,532,578,331,1124,1912,1413,6178,1156,2560,76,1816,686,2307,934,7826,5,34959,449,32511,1881,1,117,8,34582,,219,149,1,3175,2829,,13,195,317,427,874,1088,1441,1649,,,,48,345,382,23,13,1858,6,3329,,1892,4104,8,,127,64,276,1831,312,2,,16,32,,2832,509,,,2,1,,115,3897,15,1913,61,3,1103,907,73,1,244,3,320,1738,427,65,77,121,121,494,68,208,,,33,,1,6004,91,5539,373,,1,5965,26,13,,,,22
106110889,110889,GLENN MEDICAL CENTER,General Acute Care Hospital,Glenn,1133 W Sycamore St,Willows,95988,Investor - Limited Liability Company,Level IV,Emergency - Standby,SMALL/RURAL,,1-49,District 4,District 3,Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows,Frontier,2412,2127,,362,429,692,735,500,554,534,398,290,45,,113,2,93,39,125,890,35,3242,,944,3592,3,,481,160,,5,,,,163,44,,1,3641,33,1,10,,,2080,1117,141,794,407,,,273,1,287,13,102,90,32,233,225,122,1127,204,222,1,131,71,428,228,746,3,4539,39,4241,259,,,,4437,,,101,1,50,18,,,5,6,6,4,16,14,17,,,,,,,,3,4,,61,,5,63,,,6,1,3,,,,,,,,33,25,,,,,,16,40,,12,,,6,6,1,,4,,11,9,5,1,,,,9,8,5,,3,,,,68,,67,1,,,66,1,1,,,,5
106121002,121002,MAD RIVER COMMUNITY HOSPITAL,General Acute Care Hospital,Humboldt,3800 Janes Rd,Arcata,95521,Investor - Corporation,Level IV,Emergency - Basic,,,50-99,District 2,District 2,Arcata/Eureka,Rural,5830,5820,2,654,1008,2414,1982,1501,1297,1325,811,507,153,,1261,87,264,809,44,900,4,8283,,1376,10070,206,,372,237,2,21,3,1,,153,90,,4,10767,2,,,,,5521,2462,684,2261,724,,4,681,2,741,17,212,129,95,359,723,413,2916,672,690,24,423,128,1057,860,1487,19,11652,12,11314,257,,69,27,11012,,357,226,30,674,708,,18,43,77,99,150,179,157,142,505,12,,194,26,22,62,4,70,,1004,,104,1255,23,,34,66,26,35,7,,1,2,17,12,1115,63,1,,,3,,628,454,30,252,18,,101,152,8,1,38,,45,178,109,28,11,10,28,107,39,14,503,,9,1,,1382,8,1349,22,,3,1330,39,11,,,2,7
106121031,121031,JEROLD PHELPS COMMUNITY HOSPITAL,General Acute Care Hospital,Humboldt,733 Cedar St,Garberville,95542,District,,Emergency - Standby,SMALL/RURAL,,1-49,District 2,District 2,Garberville/Redway,Frontier,1043,1487,,109,154,402,560,367,318,299,226,81,14,,43,28,40,46,23,420,66,1864,,300,2109,121,,132,54,,5,,,5,16,2,,2,2314,,,,,,130,428,132,1317,523,,2,143,1,193,13,43,44,23,40,125,53,816,84,126,7,82,8,187,265,275,,2530,29,2359,142,,,,2282,43,66,138,1,13,26,,,,3,1,3,8,11,13,,,,,,,,,2,,37,,1,34,4,,1,,4,1,1,,,,,,20,12,,,,,,10,25,3,1,,,4,1,1,,3,,6,3,1,1,,2,1,7,6,3,,,,,,39,,38,1,,,38,1,,,,,2
106121051,121051,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,General Acute Care Hospital,Humboldt,3300 Renner Dr,Fortuna,95540,Investor - Limited Liability Company,,Emergency - Basic,SMALL/RURAL,,1-49,District 2,District 2,Ferndale/Fortuna/Rio Dell/Scotia,Rural,4887,4487,,568,851,1350,1654,1037,1151,1262,771,629,101,,248,62,148,63,12,1042,123,7676,,841,8418,115,,528,91,,16,3,3,4,25,53,,5,8630,16,,,,,4175,2304,506,1664,725,,6,732,,708,35,171,153,77,182,556,194,2294,381,547,9,310,193,888,632,1306,,9374,27,9049,293,,5,3,8935,6,287,142,1,284,270,,10,17,45,55,69,146,95,111,3,3,,14,4,2,4,1,35,4,490,,26,525,3,,56,14,18,54,19,1,,4,1,4,335,47,1,,,,,157,292,34,66,5,,57,115,5,2,37,,22,141,37,20,4,13,14,53,19,4,,4,7,,,554,4,541,9,,,519,30,4,,1,,8
106121080,121080,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA,General Acute Care Hospital,Humboldt,2700 Dolbeer St,Eureka,95501,Investor - Limited Liability Company,Level III,Emergency - Basic,,,100-149,District 2,District 2,Arcata/Eureka,Rural,10359,11041,2,935,1438,3647,3969,2986,2796,2569,1697,1149,216,,1001,421,616,96,70,1939,621,16638,,1264,19073,1065,,310,273,4,65,11,5,64,391,371,1,50,19785,72,,,,,9639,5169,1262,3979,1353,,10,1474,5,1643,88,295,313,119,821,1172,523,4743,1573,1330,74,853,302,1707,1406,2949,2,21402,86,20945,297,11,63,15,18807,17,2265,278,20,1915,2455,,48,228,323,407,600,1016,952,750,13,33,,234,59,79,5,11,228,100,3654,,128,4198,44,,169,273,162,383,191,8,8,20,188,44,2588,335,,,,1,,1203,2459,184,470,54,,868,485,37,5,182,,266,709,688,172,100,136,111,381,128,59,3,10,27,3,,4370,30,4306,28,4,2,3900,437,31,2,,,20
106130699,130699,EL CENTRO REGIONAL MEDICAL CENTER,General Acute Care Hospital,Imperial,1415 Ross Ave,El Centro,92243,City or County,Level IV,Emergency - Basic,,,150-199,District 40,District 56,El Centro/Heber/Holtville/Imperial/Seeley,Rural,14813,14375,,2193,2585,4387,4194,3534,3572,3755,2505,2032,429,2,32,139,618,474,1,17896,322,9706,,25307,3798,83,,971,1007,122,100,203,9,,71,10,1,1,26319,68,220,,1,85,14539,7655,995,4698,1301,,31,2193,14,1564,135,478,571,178,1572,1978,2590,4564,1064,1729,123,1197,598,3453,925,4192,39,29188,7,16532,12626,23,,8,28009,62,606,461,42,1883,2270,,22,177,208,376,583,951,811,978,23,24,,2,23,65,108,,2152,38,1765,,3610,525,18,,360,130,363,822,62,1,52,1,17,6,1821,402,4,111,,1,,1175,2451,52,435,40,,552,655,47,1,257,1,278,1480,154,31,44,58,74,374,91,30,1,,24,1,,4153,1,1650,2499,3,,3977,111,50,3,12,,20
106130760,130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,General Acute Care Hospital,Imperial,207 W Legion Rd,Brawley,92227,District,Level IV,Emergency - Basic,SMALL/RURAL,,100-149,District 40,District 56,Brawley/Westmorland,Rural,20139,16926,4,3399,4201,6610,6128,4605,4250,3856,2144,1276,600,,20,73,682,13,2,88,23,36168,,31426,5573,70,,840,618,,36,15,7,,458,128,,,34802,125,,1,,39,2692,4788,841,27627,1121,,50,1978,11,1791,221,463,665,203,6954,2013,3047,4920,550,2379,79,1178,905,2812,1085,5727,38,37069,8,26726,10321,14,,,36391,43,165,381,89,1041,1264,,29,118,166,209,375,504,384,404,63,53,,,8,45,1,,9,5,2237,,1799,500,6,,195,114,143,232,41,7,42,2,15,,1313,164,1,29,,7,,796,1107,69,286,47,,256,321,29,1,127,,141,694,148,8,44,19,43,329,71,18,17,,38,,1,2305,1,1384,919,1,,2255,18,21,1,9,1,16
106141273,141273,NORTHERN INYO HOSPITAL,General Acute Care Hospital,Inyo,150 Pioneer Ln,Bishop,93514,District,,Emergency - Basic,SMALL/RURAL,,1-49,District 8,District 26,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson,Rural,3191,3140,,461,550,929,928,707,716,823,605,526,86,,1106,53,53,4,17,209,10,4879,,1225,5093,13,,19,113,,14,4,1,320,45,6,1,,5772,15,,21,,,608,1577,376,3294,476,,2,448,,438,39,97,170,41,174,448,154,1756,304,472,8,217,118,417,197,830,1,6331,9,6005,313,4,,,5925,7,10,389,,279,310,,10,26,31,47,69,101,119,169,4,13,,98,2,2,,1,11,,475,,69,520,,,7,11,13,83,3,23,1,,3,1,351,78,1,,1,13,,130,334,20,92,13,,73,111,5,1,32,,40,78,75,8,14,2,9,91,15,29,1,,5,,,589,,567,22,,,553,10,26,,,,7
106141338,141338,SOUTHERN INYO HOSPITAL,General Acute Care Hospital,Inyo,501 E Locust St,Lone Pine,93545,District,,Emergency - Standby,SMALL/RURAL,,1-49,District 8,District 26,Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville,Frontier,604,659,,74,95,136,185,102,175,227,153,106,10,,124,7,23,25,1,245,3,835,,255,1006,2,,75,28,,6,,,,29,4,,,1095,2,23,,,1,322,370,83,324,164,,,98,,87,,25,38,13,7,67,31,396,39,78,6,60,5,134,41,137,1,1263,12,1201,50,,,,1197,2,,64,,21,14,,,1,,2,1,7,11,13,,,,3,,,,,2,,30,,2,33,,,4,1,1,,,,,,,,16,12,,,,1,,4,28,3,,,,2,2,,,5,,5,5,2,,,,1,7,1,5,,,,,,35,,35,,,,34,,1,,,,2
106150706,150706,ADVENTIST HEALTH DELANO,General Acute Care Hospital,Kern,1401 Garces Hwy,Delano,93215,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 14,District 32,Delano/McFarland,Urban,10993,9637,2,2737,2658,3858,3142,2437,2082,1529,968,670,551,,78,1076,373,140,38,10836,114,7977,,17026,3347,259,,304,125,,34,,,,7312,,1,242,12541,49,1,23,,,12459,1884,604,3737,1948,,30,1322,4,1488,77,433,665,156,576,1433,1026,3950,857,1267,39,692,715,2098,640,3164,,20632,94,13120,7399,19,,1,20457,2,97,48,27,646,648,,18,86,125,155,228,244,208,215,4,11,,,150,27,8,6,619,3,481,,909,375,10,,41,27,106,6,7,,18,,10,9,969,101,,,,,,662,452,36,119,25,,119,235,9,1,140,,109,370,47,22,16,11,17,134,31,13,1,,18,1,,1294,10,734,550,,,1277,14,2,1,,,10
106150722,150722,BAKERSFIELD MEMORIAL HOSPITAL,General Acute Care Hospital,Kern,420 34th St,Bakersfield,93301,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 16,District 34,Bakersfield Northeast/Oildale,Urban,33536,27100,3,12033,6550,9872,8457,6014,5445,4400,2567,1751,3550,,572,753,5354,9,58,7956,689,45248,,34485,25828,326,,374,2144,28,74,204,38,18,20,37,31,8,57404,249,10,,,,41159,7778,449,7529,3711,13,269,3629,35,4091,258,1388,972,478,1392,3883,3948,9911,1424,2947,128,2742,2649,8525,2662,9270,38,60639,163,52183,8209,82,2,155,58915,1,1324,210,34,5855,5310,,497,1225,1121,984,1633,2076,1582,1342,319,386,,75,210,836,1,17,1125,128,8773,,5003,6107,55,,127,372,530,1458,217,8,9,8,243,58,7055,1058,22,,,,,5100,4267,108,1589,101,,2002,1351,56,6,764,9,598,1825,881,87,150,197,323,953,206,197,113,6,1430,11,,11165,86,9272,1800,7,,10873,240,46,5,1,,36
